date,pm25,o3,no2,so2,co,dd,mm,yy
2016-05-02,118.0,21.0,6.0,1.0,4.0,2,5,2016
2016-05-03,105.0,16.0,6.0,1.0,6.0,3,5,2016
2016-05-04,107.0,15.0,7.0,1.0,5.0,4,5,2016
2016-05-05,106.0,25.0,6.0,1.0,5.0,5,5,2016
2016-05-06,115.0,29.0,6.0,1.0,6.0,6,5,2016
2016-05-07,96.0,19.0,6.0,1.0,6.0,7,5,2016
2016-05-08,98.0,11.0,5.0,1.0,6.0,8,5,2016
2016-05-09,111.0,14.0,5.0,1.0,5.0,9,5,2016
2016-05-10,139.0,22.0,6.0,1.0,6.0,10,5,2016
2016-05-11,120.0,24.0,6.0,1.0,5.0,11,5,2016
2016-05-12,126.0,26.0,6.0,1.0,6.0,12,5,2016
2016-05-13,167.0,22.0,6.0,1.0,4.0,13,5,2016
2016-05-14,162.0,24.0,5.0,1.0,3.0,14,5,2016
2016-05-15,157.0,31.0,7.0,1.0,4.0,15,5,2016
2016-05-16,160.0,24.0,11.0,1.0,5.0,16,5,2016
2016-05-17,139.0,16.0,10.0,1.0,7.0,17,5,2016
2016-05-18,123.0,24.0,11.0,1.0,7.0,18,5,2016
2016-05-19,137.0,25.0,11.0,1.0,6.0,19,5,2016
2016-05-20,113.0,28.0,9.0,1.0,6.0,20,5,2016
2016-05-21,135.0,35.0,7.0,1.0,5.0,21,5,2016
2016-05-22,145.0,35.0,8.0,1.0,5.0,22,5,2016
2016-05-23,142.0,37.0,7.0,1.0,5.0,23,5,2016
2016-05-24,124.0,29.0,9.0,1.0,7.0,24,5,2016
2016-05-25,124.0,28.0,8.0,1.0,6.0,25,5,2016
2016-05-26,138.0,35.0,6.0,1.0,5.0,26,5,2016
2016-05-27,151.0,45.0,7.0,1.0,6.0,27,5,2016
2016-05-28,148.0,50.0,6.0,1.0,4.0,28,5,2016
2016-05-29,111.0,39.0,4.0,1.0,6.0,29,5,2016
2016-05-30,123.0,49.0,4.0,1.0,5.0,30,5,2016
2016-05-31,148.0,40.0,4.0,2.0,7.0,31,5,2016
2016-06-01,145.0,22.0,5.0,2.0,7.0,1,6,2016
2016-06-02,151.0,20.0,6.0,1.0,6.0,2,6,2016
2016-06-03,127.0,20.0,6.0,1.0,6.0,3,6,2016
2016-06-04,127.0,20.0,6.0,1.0,6.0,4,6,2016
2016-06-05,127.0,20.0,6.0,1.0,6.0,5,6,2016
2016-06-06,127.0,20.0,6.0,1.0,6.0,6,6,2016
2016-06-07,127.0,20.0,6.0,1.0,6.0,7,6,2016
2016-06-08,127.0,20.0,6.0,1.0,6.0,8,6,2016
2016-06-09,127.0,20.0,6.0,1.0,6.0,9,6,2016
2016-06-10,127.0,20.0,6.0,1.0,6.0,10,6,2016
2016-06-11,127.0,20.0,6.0,1.0,6.0,11,6,2016
2016-06-12,127.0,20.0,6.0,1.0,6.0,12,6,2016
2016-06-13,127.0,10.0,6.0,1.0,8.0,13,6,2016
2016-06-14,127.0,20.0,7.0,1.0,6.0,14,6,2016
2016-06-15,125.0,15.0,6.0,1.0,6.0,15,6,2016
2016-06-16,104.0,25.0,5.0,1.0,7.0,16,6,2016
2016-06-17,137.0,23.0,5.0,1.0,6.0,17,6,2016
2016-06-18,139.0,39.0,4.0,1.0,5.0,18,6,2016
2016-06-19,131.0,32.0,3.0,1.0,4.0,19,6,2016
2016-06-20,127.0,32.0,5.0,1.0,5.0,20,6,2016
2016-06-21,126.0,23.0,6.0,1.0,8.0,21,6,2016
2016-06-22,121.0,15.0,6.0,1.0,6.0,22,6,2016
2016-06-23,117.0,8.0,6.0,1.0,4.0,23,6,2016
2016-06-24,127.0,20.0,6.0,1.0,6.0,24,6,2016
2016-06-25,127.0,20.0,6.0,1.0,6.0,25,6,2016
2016-06-26,127.0,21.0,5.0,1.0,7.0,26,6,2016
2016-06-27,112.0,17.0,6.0,1.0,8.0,27,6,2016
2016-06-28,152.0,9.0,7.0,1.0,5.0,28,6,2016
2016-06-29,101.0,7.0,5.0,1.0,4.0,29,6,2016
2016-06-30,314.0,10.0,7.0,1.0,7.0,30,6,2016
2016-07-01,87.0,19.0,6.0,1.0,7.0,1,7,2016
2016-07-02,91.0,21.0,4.0,1.0,5.0,2,7,2016
2016-07-03,89.0,99.0,6.0,1.0,6.0,3,7,2016
2016-07-04,105.0,55.0,7.0,1.0,7.0,4,7,2016
2016-07-05,137.0,19.0,5.0,1.0,3.0,5,7,2016
2016-07-06,118.0,2.0,6.0,1.0,9.0,6,7,2016
2016-07-07,142.0,11.0,7.0,1.0,10.0,7,7,2016
2016-07-08,190.0,12.0,6.0,1.0,4.0,8,7,2016
2016-07-09,92.0,12.0,6.0,1.0,6.0,9,7,2016
2016-07-10,131.0,6.0,5.0,1.0,3.0,10,7,2016
2016-07-11,102.0,16.0,7.0,1.0,6.0,11,7,2016
2016-07-12,87.0,22.0,6.0,1.0,7.0,12,7,2016
2016-07-13,91.0,12.0,4.0,1.0,5.0,13,7,2016
2016-07-14,163.0,23.0,5.0,1.0,5.0,14,7,2016
2016-07-15,93.0,27.0,5.0,1.0,4.0,15,7,2016
2016-07-16,122.0,30.0,4.0,1.0,3.0,16,7,2016
2016-07-17,111.0,20.0,5.0,1.0,5.0,17,7,2016
2016-07-18,109.0,13.0,4.0,1.0,3.0,18,7,2016
2016-07-19,136.0,7.0,5.0,1.0,9.0,19,7,2016
2016-07-20,133.0,2.0,6.0,2.0,15.0,20,7,2016
2016-07-21,86.0,4.0,6.0,1.0,10.0,21,7,2016
2016-07-22,48.0,9.0,5.0,1.0,7.0,22,7,2016
2016-07-23,104.0,12.0,5.0,1.0,6.0,23,7,2016
2016-07-24,108.0,12.0,5.0,1.0,6.0,24,7,2016
2016-07-25,108.0,12.0,5.0,1.0,6.0,25,7,2016
2016-07-26,108.0,11.0,1.0,1.0,6.0,26,7,2016
2016-07-27,130.0,28.0,3.0,1.0,4.0,27,7,2016
2016-07-28,107.0,9.0,4.0,1.0,7.0,28,7,2016
2016-07-29,106.0,8.0,5.0,1.0,7.0,29,7,2016
2016-07-30,112.0,12.0,3.0,1.0,5.0,30,7,2016
2016-07-31,129.0,7.0,10.0,1.0,11.0,31,7,2016
2016-08-01,121.0,12.0,7.0,2.0,8.0,1,8,2016
2016-08-02,119.0,9.0,6.0,1.0,7.0,2,8,2016
2016-08-03,126.0,12.0,6.0,1.0,6.0,3,8,2016
2016-08-04,122.0,11.0,7.0,2.0,8.0,4,8,2016
2016-08-05,131.0,8.0,8.0,4.0,9.0,5,8,2016
2016-08-06,95.0,17.0,4.0,1.0,7.0,6,8,2016
2016-08-07,122.0,15.0,4.0,1.0,6.0,7,8,2016
2016-08-08,135.0,15.0,4.0,1.0,6.0,8,8,2016
2016-08-09,153.0,13.0,3.0,1.0,5.0,9,8,2016
2016-08-10,117.0,18.0,4.0,1.0,5.0,10,8,2016
2016-08-11,121.0,17.0,4.0,1.0,6.0,11,8,2016
2016-08-12,115.0,17.0,4.0,1.0,6.0,12,8,2016
2016-08-13,99.0,10.0,3.0,1.0,6.0,13,8,2016
2016-08-14,106.0,8.0,4.0,1.0,9.0,14,8,2016
2016-08-15,120.0,11.0,4.0,1.0,6.0,15,8,2016
2016-08-16,125.0,12.0,4.0,1.0,6.0,16,8,2016
2016-08-17,119.0,25.0,4.0,1.0,6.0,17,8,2016
2016-08-18,147.0,33.0,3.0,1.0,5.0,18,8,2016
2016-08-19,132.0,20.0,2.0,1.0,5.0,19,8,2016
2016-08-20,131.0,12.5,4.0,1.0,6.0,20,8,2016
2016-08-21,121.5,25.0,3.0,1.0,5.0,21,8,2016
2016-08-22,132.0,25.0,4.0,1.0,5.0,22,8,2016
2016-08-23,137.0,34.0,4.0,1.0,6.0,23,8,2016
2016-08-24,132.0,7.0,3.0,1.0,8.0,24,8,2016
2016-08-25,93.0,7.0,3.0,1.0,9.0,25,8,2016
2016-08-26,126.0,3.0,3.0,1.0,7.0,26,8,2016
2016-08-27,99.0,12.0,3.0,1.0,6.0,27,8,2016
2016-08-28,107.0,7.0,3.0,1.0,6.0,28,8,2016
2016-08-29,116.0,13.0,3.0,1.0,7.0,29,8,2016
2016-08-30,134.0,12.0,4.0,1.0,8.0,30,8,2016
2016-08-31,100.0,25.0,3.0,1.0,7.0,31,8,2016
2016-09-01,114.0,19.0,4.0,1.0,8.0,1,9,2016
2016-09-02,144.0,12.0,4.0,1.0,9.0,2,9,2016
2016-09-03,124.0,17.0,7.0,1.0,8.0,3,9,2016
2016-09-04,124.0,8.0,10.0,1.0,7.0,4,9,2016
2016-09-05,71.0,17.0,9.0,1.0,7.0,5,9,2016
2016-09-06,156.0,20.0,8.0,1.0,6.0,6,9,2016
2016-09-07,133.0,21.0,8.0,1.0,6.0,7,9,2016
2016-09-08,135.0,45.0,8.0,1.0,8.0,8,9,2016
2016-09-09,134.0,12.0,8.0,1.0,8.0,9,9,2016
2016-09-10,144.0,16.0,8.0,1.0,5.0,10,9,2016
2016-09-11,120.0,3.0,7.0,1.0,8.0,11,9,2016
2016-09-12,120.0,8.0,7.0,1.0,6.0,12,9,2016
2016-09-13,138.0,12.0,8.0,1.0,6.0,13,9,2016
2016-09-14,98.0,12.0,9.0,1.0,6.0,14,9,2016
2016-09-15,95.0,14.0,8.0,1.0,5.0,15,9,2016
2016-09-16,101.0,6.0,8.0,1.0,5.0,16,9,2016
2016-09-17,113.0,12.0,8.0,1.0,6.0,17,9,2016
2016-09-18,117.0,19.0,8.0,1.0,4.0,18,9,2016
2016-09-19,98.0,9.0,9.0,1.0,7.0,19,9,2016
2016-09-20,91.0,6.0,8.0,1.0,6.0,20,9,2016
2016-09-21,108.0,17.0,3.0,1.0,7.0,21,9,2016
2016-09-22,95.0,16.0,8.0,1.0,6.0,22,9,2016
2016-09-23,86.0,16.0,8.0,1.0,9.0,23,9,2016
2016-09-24,57.0,21.0,8.0,3.0,6.0,24,9,2016
2016-09-25,78.0,29.0,7.0,1.0,6.0,25,9,2016
2016-09-26,90.0,24.0,8.0,1.0,6.0,26,9,2016
2016-09-27,87.0,22.0,8.0,1.0,7.0,27,9,2016
2016-09-28,122.0,17.0,8.0,1.0,8.0,28,9,2016
2016-09-29,112.0,26.0,8.0,1.0,7.0,29,9,2016
2016-09-30,95.0,65.0,8.0,1.0,6.0,30,9,2016
2016-10-01,102.0,32.5,12.0,5.0,7.0,1,10,2016
2016-10-02,146.5,7.0,8.0,5.0,11.0,2,10,2016
2016-10-03,102.0,13.0,8.0,5.0,6.0,3,10,2016
2016-10-04,89.0,29.0,12.0,5.0,6.0,4,10,2016
2016-10-05,85.0,25.0,12.0,1.0,8.0,5,10,2016
2016-10-06,125.0,16.0,12.0,5.0,8.0,6,10,2016
2016-10-07,132.0,24.0,12.0,5.0,8.0,7,10,2016
2016-10-08,105.0,33.0,12.0,5.0,4.0,8,10,2016
2016-10-09,99.0,22.0,12.0,5.0,4.0,9,10,2016
2016-10-10,112.0,14.0,12.0,5.0,4.0,10,10,2016
2016-10-11,90.0,33.0,12.0,5.0,4.0,11,10,2016
2016-10-12,109.0,41.0,12.0,5.0,6.0,12,10,2016
2016-10-13,162.0,32.0,12.0,8.0,8.0,13,10,2016
2016-10-14,149.0,42.0,12.0,8.0,5.0,14,10,2016
2016-10-15,139.0,44.0,12.0,5.0,5.0,15,10,2016
2016-10-16,144.0,50.0,12.0,1.0,7.0,16,10,2016
2016-10-17,154.0,60.0,12.0,1.0,6.0,17,10,2016
2016-10-18,158.0,66.0,12.0,13.0,7.0,18,10,2016
2016-10-19,151.0,6.0,13.0,1.0,6.0,19,10,2016
2016-10-20,154.0,56.0,12.0,6.0,13.0,20,10,2016
2016-10-21,160.0,67.0,12.0,5.0,9.0,21,10,2016
2016-10-22,166.0,60.0,12.0,9.0,3.0,22,10,2016
2016-10-23,149.0,61.0,12.0,9.0,9.0,23,10,2016
2016-10-24,162.0,53.0,12.0,9.0,9.0,24,10,2016
2016-10-25,163.0,1.0,12.0,7.0,15.0,25,10,2016
2016-10-26,182.0,79.0,5.0,2.0,8.0,26,10,2016
2016-10-27,166.0,46.0,8.0,6.0,6.0,27,10,2016
2016-10-28,193.0,30.0,5.0,3.0,8.0,28,10,2016
2016-10-29,182.0,15.0,5.0,2.0,7.0,29,10,2016
2016-10-30,143.0,7.0,6.0,1.0,5.0,30,10,2016
2016-10-31,127.0,2.0,9.0,2.0,7.0,31,10,2016
2016-11-01,125.0,3.0,7.0,1.0,7.0,1,11,2016
2016-11-02,121.0,6.0,11.0,2.0,7.0,2,11,2016
2016-11-03,100.0,9.0,6.0,1.0,6.0,3,11,2016
2016-11-04,138.0,45.0,6.0,1.0,5.0,4,11,2016
2016-11-05,157.0,37.0,4.0,2.0,7.0,5,11,2016
2016-11-06,129.0,29.0,6.0,2.0,5.0,6,11,2016
2016-11-07,157.0,35.0,7.0,3.0,4.0,7,11,2016
2016-11-08,165.0,42.0,6.0,4.0,4.0,8,11,2016
2016-11-09,165.0,47.0,6.0,3.0,4.0,9,11,2016
2016-11-10,158.0,43.0,5.0,1.0,10.0,10,11,2016
2016-11-11,161.0,32.0,6.0,4.0,3.0,11,11,2016
2016-11-12,165.0,15.0,5.0,2.0,2.0,12,11,2016
2016-11-13,118.0,4.0,9.0,2.0,4.0,13,11,2016
2016-11-14,83.0,4.0,9.0,2.0,2.0,14,11,2016
2016-11-15,99.0,23.0,11.0,2.0,3.0,15,11,2016
2016-11-16,137.0,42.0,11.0,2.0,3.0,16,11,2016
2016-11-17,156.0,32.0,13.0,2.0,4.0,17,11,2016
2016-11-18,150.0,39.0,13.0,2.0,5.0,18,11,2016
2016-11-19,158.0,35.0,13.0,2.0,3.0,19,11,2016
2016-11-20,141.0,28.0,13.0,2.0,5.0,20,11,2016
2016-11-21,147.0,34.0,13.0,1.0,4.0,21,11,2016
2016-11-22,164.0,46.0,13.0,2.0,4.0,22,11,2016
2016-11-23,167.0,42.0,15.0,5.0,2.0,23,11,2016
2016-11-24,170.0,41.0,14.0,4.0,7.0,24,11,2016
2016-11-25,171.0,37.0,14.0,1.0,4.0,25,11,2016
2016-11-26,157.0,42.0,16.0,2.0,5.0,26,11,2016
2016-11-27,176.0,37.0,14.0,1.0,6.0,27,11,2016
2016-11-28,170.0,28.0,14.0,1.0,4.0,28,11,2016
2016-11-29,169.0,36.0,13.0,1.0,3.0,29,11,2016
2016-11-30,170.0,27.0,12.0,1.0,5.0,30,11,2016
2016-12-01,159.0,13.0,11.0,1.0,3.0,1,12,2016
2016-12-02,118.0,6.0,13.0,1.0,7.0,2,12,2016
2016-12-03,85.0,3.0,12.0,1.0,5.0,3,12,2016
2016-12-04,120.0,28.0,11.0,1.0,5.0,4,12,2016
2016-12-05,122.0,31.0,10.0,1.0,4.0,5,12,2016
2016-12-06,135.0,10.0,11.0,1.0,5.0,6,12,2016
2016-12-07,127.0,19.0,14.0,1.0,5.0,7,12,2016
2016-12-08,146.0,34.0,16.0,1.0,6.0,8,12,2016
2016-12-09,162.0,51.0,14.0,4.0,5.0,9,12,2016
2016-12-10,167.0,42.0,10.0,3.0,5.0,10,12,2016
2016-12-11,162.0,23.0,2.0,1.0,7.0,11,12,2016
2016-12-12,131.0,23.0,11.0,1.0,5.0,12,12,2016
2016-12-13,140.0,23.0,11.0,1.0,5.0,13,12,2016
2016-12-14,140.0,23.0,11.0,1.0,5.0,14,12,2016
2016-12-15,140.0,23.0,11.0,1.0,5.0,15,12,2016
2016-12-16,140.0,23.0,11.0,1.0,5.0,16,12,2016
2016-12-17,140.0,23.0,11.0,1.0,5.0,17,12,2016
2016-12-18,140.0,23.0,11.0,1.0,5.0,18,12,2016
2016-12-19,140.0,23.0,11.0,1.0,5.0,19,12,2016
2016-12-20,140.0,23.0,11.0,1.0,5.0,20,12,2016
2016-12-21,140.0,23.0,11.0,1.0,5.0,21,12,2016
2016-12-22,140.0,23.0,11.0,1.0,5.0,22,12,2016
2016-12-23,140.0,23.0,11.0,1.0,5.0,23,12,2016
2016-12-24,140.0,23.0,11.0,1.0,5.0,24,12,2016
2016-12-25,140.0,23.0,11.0,1.0,5.0,25,12,2016
2016-12-26,140.0,23.0,11.0,1.0,5.0,26,12,2016
2016-12-27,140.0,23.0,11.0,1.0,5.0,27,12,2016
2016-12-28,140.0,23.0,11.0,1.0,5.0,28,12,2016
2016-12-29,140.0,23.0,9.0,1.0,6.0,29,12,2016
2016-12-30,145.0,20.0,10.0,4.0,10.0,30,12,2016
2016-12-31,162.0,23.0,13.0,1.0,8.0,31,12,2016
2017-01-01,103.0,13.0,6.0,3.0,9.0,1,1,2017
2017-01-02,116.0,16.0,7.0,4.0,8.0,2,1,2017
2017-01-03,115.0,18.0,7.0,5.0,8.0,3,1,2017
2017-01-04,112.0,24.0,7.0,5.0,8.0,4,1,2017
2017-01-05,157.0,28.0,7.0,2.0,7.0,5,1,2017
2017-01-06,164.0,39.0,6.0,1.0,7.0,6,1,2017
2017-01-07,140.0,45.0,6.0,1.0,7.0,7,1,2017
2017-01-08,122.0,39.0,7.0,3.0,7.0,8,1,2017
2017-01-09,116.0,28.0,7.0,1.0,7.0,9,1,2017
2017-01-10,243.0,40.0,6.0,4.0,8.0,10,1,2017
2017-01-11,132.0,29.0,6.0,1.0,7.0,11,1,2017
2017-01-12,188.0,24.0,7.0,1.0,7.0,12,1,2017
2017-01-13,146.0,34.0,6.0,1.0,8.0,13,1,2017
2017-01-14,143.0,30.0,4.0,2.0,8.0,14,1,2017
2017-01-15,133.0,37.0,5.0,1.0,7.0,15,1,2017
2017-01-16,150.0,41.0,7.0,2.0,7.0,16,1,2017
2017-01-17,163.0,28.0,7.0,2.0,8.0,17,1,2017
2017-01-18,129.0,26.0,6.0,1.0,7.0,18,1,2017
2017-01-19,124.0,20.0,6.0,2.0,3.0,19,1,2017
2017-01-20,153.0,26.0,6.0,1.0,2.0,20,1,2017
2017-01-21,106.0,36.0,6.0,2.0,2.0,21,1,2017
2017-01-22,130.0,34.0,7.0,7.0,2.0,22,1,2017
2017-01-23,146.0,37.0,7.0,2.0,6.0,23,1,2017
2017-01-24,135.0,39.0,5.0,1.0,4.0,24,1,2017
2017-01-25,148.0,27.0,5.0,1.0,4.0,25,1,2017
2017-01-26,122.0,10.0,4.0,1.5,3.0,26,1,2017
2017-01-27,104.0,7.0,3.0,1.0,3.0,27,1,2017
2017-01-28,70.0,7.0,5.0,1.0,3.0,28,1,2017
2017-01-29,102.0,12.0,5.0,1.0,4.0,29,1,2017
2017-01-30,106.0,26.0,4.0,1.0,8.0,30,1,2017
2017-01-31,179.0,26.0,7.0,2.0,8.0,31,1,2017
2017-02-01,115.0,23.0,7.0,1.0,8.0,1,2,2017
2017-02-02,127.0,26.0,7.0,1.0,8.0,2,2,2017
2017-02-03,123.0,33.0,7.0,2.0,8.0,3,2,2017
2017-02-04,147.0,33.0,6.0,2.0,8.0,4,2,2017
2017-02-05,161.0,38.0,7.0,2.0,8.0,5,2,2017
2017-02-06,158.0,46.0,9.0,3.0,8.0,6,2,2017
2017-02-07,165.0,39.0,9.0,1.0,7.0,7,2,2017
2017-02-08,162.0,41.0,8.0,2.0,7.0,8,2,2017
2017-02-09,168.0,32.0,8.0,2.0,7.0,9,2,2017
2017-02-10,167.0,25.0,7.0,2.0,7.0,10,2,2017
2017-02-11,163.0,30.0,5.0,1.0,7.0,11,2,2017
2017-02-12,135.0,18.0,6.0,1.0,8.0,12,2,2017
2017-02-13,124.0,26.0,5.0,1.0,9.0,13,2,2017
2017-02-14,121.0,29.0,6.0,1.0,9.0,14,2,2017
2017-02-15,142.0,39.0,6.0,1.0,8.0,15,2,2017
2017-02-16,151.0,41.0,6.0,1.0,7.0,16,2,2017
2017-02-17,160.0,32.0,8.0,1.0,7.0,17,2,2017
2017-02-18,152.0,32.0,7.0,2.0,7.0,18,2,2017
2017-02-19,153.0,33.0,6.0,1.0,7.0,19,2,2017
2017-02-20,133.0,26.0,5.0,1.0,7.0,20,2,2017
2017-02-21,136.0,20.0,5.0,2.0,7.0,21,2,2017
2017-02-22,134.0,15.0,5.0,2.0,8.0,22,2,2017
2017-02-23,110.0,11.0,6.0,2.0,7.0,23,2,2017
2017-02-24,117.0,14.0,5.0,2.0,7.0,24,2,2017
2017-02-25,102.0,14.0,4.0,2.0,7.0,25,2,2017
2017-02-26,112.0,15.0,2.0,2.0,7.0,26,2,2017
2017-02-27,142.0,23.0,4.0,3.0,8.0,27,2,2017
2017-02-28,149.0,27.0,8.0,3.0,10.0,28,2,2017
2017-03-01,164.0,27.0,8.0,3.0,8.0,1,3,2017
2017-03-02,159.0,32.0,8.0,3.0,8.0,2,3,2017
2017-03-03,150.0,7.0,7.0,1.0,6.0,3,3,2017
2017-03-04,110.0,8.0,6.0,1.0,5.0,4,3,2017
2017-03-05,95.0,8.0,7.0,1.0,6.0,5,3,2017
2017-03-06,97.0,5.0,6.0,1.0,5.0,6,3,2017
2017-03-07,100.0,4.0,4.0,1.0,5.0,7,3,2017
2017-03-08,130.0,3.0,3.0,1.0,5.0,8,3,2017
2017-03-09,91.0,10.0,3.0,1.0,5.0,9,3,2017
2017-03-10,179.0,27.0,4.0,1.0,5.0,10,3,2017
2017-03-11,147.0,16.0,4.0,1.0,5.0,11,3,2017
2017-03-12,98.0,13.0,4.0,1.0,5.0,12,3,2017
2017-03-13,75.0,12.0,3.0,1.0,5.0,13,3,2017
2017-03-14,78.0,7.0,4.0,1.0,5.0,14,3,2017
2017-03-15,101.0,8.0,4.0,1.0,6.0,15,3,2017
2017-03-16,191.0,15.0,5.0,1.0,6.0,16,3,2017
2017-03-17,97.0,26.0,4.0,3.0,8.0,17,3,2017
2017-03-18,88.0,25.0,4.0,2.0,6.0,18,3,2017
2017-03-19,162.0,23.0,4.0,2.0,6.0,19,3,2017
2017-03-20,88.0,21.0,4.0,1.0,6.0,20,3,2017
2017-03-21,80.0,20.0,3.0,1.0,6.0,21,3,2017
2017-03-22,99.0,26.0,4.0,1.0,6.0,22,3,2017
2017-03-23,105.0,33.0,5.0,1.0,7.0,23,3,2017
2017-03-24,119.0,27.0,5.0,1.0,6.0,24,3,2017
2017-03-25,153.0,25.0,5.0,1.0,6.0,25,3,2017
2017-03-26,139.0,22.0,5.0,1.0,6.0,26,3,2017
2017-03-27,127.0,13.0,4.0,1.0,5.0,27,3,2017
2017-03-28,102.0,11.0,4.0,1.0,6.0,28,3,2017
2017-03-29,98.0,17.0,4.0,2.0,6.0,29,3,2017
2017-03-30,101.0,9.0,4.0,2.0,7.0,30,3,2017
2017-03-31,80.0,10.0,4.0,2.0,7.0,31,3,2017
2017-04-01,93.0,15.0,4.0,2.0,7.0,1,4,2017
2017-04-02,103.0,26.0,4.0,2.0,6.0,2,4,2017
2017-04-03,106.0,16.0,4.0,2.0,6.0,3,4,2017
2017-04-04,101.0,69.0,4.0,1.0,6.0,4,4,2017
2017-04-05,111.0,12.0,4.0,2.0,6.0,5,4,2017
2017-04-06,110.0,21.0,4.0,1.0,6.0,6,4,2017
2017-04-07,108.0,18.0,4.0,1.0,6.0,7,4,2017
2017-04-08,122.0,19.0,4.0,1.0,6.0,8,4,2017
2017-04-09,104.0,31.0,4.0,1.0,6.0,9,4,2017
2017-04-10,120.0,37.0,4.0,1.0,6.0,10,4,2017
2017-04-11,136.0,6.0,3.0,1.0,6.0,11,4,2017
2017-04-12,89.0,15.0,3.0,1.0,7.0,12,4,2017
2017-04-13,124.0,15.0,3.0,1.0,7.0,13,4,2017
2017-04-14,118.0,17.0,3.0,2.0,8.0,14,4,2017
2017-04-15,136.0,29.0,4.0,1.0,7.0,15,4,2017
2017-04-16,136.0,46.0,4.0,2.0,8.0,16,4,2017
2017-04-17,138.0,27.0,4.0,2.0,7.0,17,4,2017
2017-04-18,153.0,19.0,4.0,2.0,6.0,18,4,2017
2017-04-19,153.0,17.0,4.0,2.0,6.0,19,4,2017
2017-04-20,140.0,37.0,4.0,2.0,7.0,20,4,2017
2017-04-21,153.0,46.0,4.0,4.0,7.0,21,4,2017
2017-04-22,149.0,41.0,4.0,3.0,6.0,22,4,2017
2017-04-23,151.0,26.0,6.0,3.0,7.0,23,4,2017
2017-04-24,140.0,20.0,4.0,3.0,7.0,24,4,2017
2017-04-25,120.0,21.0,4.0,3.0,7.0,25,4,2017
2017-04-26,125.0,19.0,4.0,3.0,7.0,26,4,2017
2017-04-27,124.0,29.0,4.0,3.0,7.0,27,4,2017
