date,pm10,o3,no2,so2,co,dd,mm,yy
2017-07-29,29.0,8.0,22.0,5.0,5.0,29,7,2017
2017-07-30,29.0,8.0,28.0,4.0,5.0,30,7,2017
2017-07-31,19.0,8.0,22.0,5.0,5.0,31,7,2017
2017-08-01,55.0,15.0,19.0,3.0,7.0,1,8,2017
2017-08-02,55.0,15.0,19.0,3.0,7.0,2,8,2017
2017-08-03,55.0,15.0,19.0,3.0,7.0,3,8,2017
2017-08-04,55.0,15.0,19.0,3.0,7.0,4,8,2017
2017-08-05,55.0,15.0,19.0,3.0,7.0,5,8,2017
2017-08-06,55.0,15.0,19.0,3.0,7.0,6,8,2017
2017-08-07,55.0,15.0,19.0,3.0,7.0,7,8,2017
2017-08-08,55.0,15.0,19.0,3.0,7.0,8,8,2017
2017-08-09,55.0,15.0,19.0,3.0,7.0,9,8,2017
2017-08-10,55.0,15.0,19.0,3.0,7.0,10,8,2017
2017-08-11,55.0,15.0,19.0,3.0,7.0,11,8,2017
2017-08-12,55.0,15.0,19.0,3.0,7.0,12,8,2017
2017-08-13,55.0,15.0,19.0,3.0,7.0,13,8,2017
2017-08-14,55.0,15.0,19.0,3.0,7.0,14,8,2017
2017-08-15,55.0,15.0,19.0,3.0,7.0,15,8,2017
2017-08-16,55.0,15.0,19.0,3.0,7.0,16,8,2017
2017-08-17,55.0,15.0,19.0,3.0,7.0,17,8,2017
2017-08-18,55.0,15.0,19.0,3.0,7.0,18,8,2017
2017-08-19,55.0,15.0,19.0,3.0,7.0,19,8,2017
2017-08-20,55.0,15.0,19.0,3.0,7.0,20,8,2017
2017-08-21,55.0,15.0,19.0,3.0,7.0,21,8,2017
2017-08-22,55.0,15.0,19.0,3.0,7.0,22,8,2017
2017-08-23,55.0,15.0,19.0,3.0,7.0,23,8,2017
2017-08-24,55.0,15.0,19.0,3.0,7.0,24,8,2017
2017-08-25,55.0,15.0,19.0,3.0,7.0,25,8,2017
2017-08-26,55.0,15.0,19.0,3.0,7.0,26,8,2017
2017-08-27,55.0,15.0,19.0,3.0,7.0,27,8,2017
2017-08-28,55.0,15.0,19.0,3.0,7.0,28,8,2017
2017-08-29,55.0,15.0,19.0,3.0,7.0,29,8,2017
2017-08-30,55.0,15.0,19.0,3.0,7.0,30,8,2017
2017-08-31,55.0,15.0,19.0,3.0,7.0,31,8,2017
2017-09-01,55.0,15.0,19.0,3.0,7.0,1,9,2017
2017-09-02,55.0,15.0,19.0,3.0,7.0,2,9,2017
2017-09-03,55.0,15.0,19.0,3.0,7.0,3,9,2017
2017-09-04,55.0,15.0,19.0,3.0,7.0,4,9,2017
2017-09-05,55.0,15.0,19.0,3.0,7.0,5,9,2017
2017-09-06,55.0,15.0,19.0,3.0,7.0,6,9,2017
2017-09-07,55.0,15.0,19.0,3.0,7.0,7,9,2017
2017-09-08,55.0,15.0,19.0,3.0,7.0,8,9,2017
2017-09-09,55.0,15.0,19.0,3.0,7.0,9,9,2017
2017-09-10,55.0,15.0,19.0,3.0,7.0,10,9,2017
2017-09-11,55.0,15.0,19.0,3.0,7.0,11,9,2017
2017-09-12,55.0,15.0,19.0,3.0,7.0,12,9,2017
2017-09-13,55.0,15.0,19.0,3.0,7.0,13,9,2017
2017-09-14,55.0,15.0,19.0,3.0,7.0,14,9,2017
2017-09-15,55.0,15.0,19.0,3.0,7.0,15,9,2017
2017-09-16,55.0,15.0,19.0,3.0,7.0,16,9,2017
2017-09-17,55.0,15.0,19.0,3.0,7.0,17,9,2017
2017-09-18,55.0,15.0,19.0,3.0,7.0,18,9,2017
2017-09-19,55.0,15.0,19.0,3.0,7.0,19,9,2017
2017-09-20,55.0,15.0,19.0,3.0,7.0,20,9,2017
2017-09-21,55.0,15.0,19.0,3.0,7.0,21,9,2017
2017-09-22,55.0,15.0,19.0,3.0,7.0,22,9,2017
2017-09-23,55.0,15.0,19.0,3.0,7.0,23,9,2017
2017-09-24,55.0,15.0,19.0,3.0,7.0,24,9,2017
2017-09-25,55.0,15.0,19.0,3.0,7.0,25,9,2017
2017-09-26,55.0,15.0,19.0,3.0,7.0,26,9,2017
2017-09-27,55.0,15.0,19.0,3.0,7.0,27,9,2017
2017-09-28,55.0,15.0,19.0,3.0,7.0,28,9,2017
2017-09-29,55.0,15.0,19.0,3.0,7.0,29,9,2017
2017-09-30,55.0,15.0,19.0,3.0,7.0,30,9,2017
2017-10-01,77.5,13.5,24.5,2.5,10.5,1,10,2017
2017-10-02,77.5,13.5,24.5,2.5,10.5,2,10,2017
2017-10-03,77.5,13.5,24.5,2.5,10.5,3,10,2017
2017-10-04,77.5,13.5,24.5,2.5,10.5,4,10,2017
2017-10-05,77.5,13.5,24.5,2.5,10.5,5,10,2017
2017-10-06,77.5,13.5,24.5,2.5,10.5,6,10,2017
2017-10-07,77.5,13.5,24.5,2.5,10.5,7,10,2017
2017-10-08,77.5,13.5,24.5,2.5,10.5,8,10,2017
2017-10-09,77.5,13.5,24.5,2.5,10.5,9,10,2017
2017-10-10,77.5,13.5,24.5,2.5,10.5,10,10,2017
2017-10-11,77.5,9.0,10.0,3.0,7.0,11,10,2017
2017-10-12,15.0,13.5,24.5,2.5,10.5,12,10,2017
2017-10-13,77.5,13.5,24.5,2.5,10.5,13,10,2017
2017-10-14,77.5,13.5,24.5,2.5,10.5,14,10,2017
2017-10-15,77.5,21.0,26.0,2.0,11.0,15,10,2017
2017-10-16,75.0,18.0,27.0,2.0,10.0,16,10,2017
2017-10-17,80.0,6.0,23.0,3.0,12.0,17,10,2017
2017-10-18,99.0,13.5,24.5,2.5,10.5,18,10,2017
2017-10-19,77.5,13.5,24.5,2.5,10.5,19,10,2017
2017-10-20,77.5,13.5,24.5,2.5,10.5,20,10,2017
2017-10-21,77.5,13.5,24.5,2.5,10.5,21,10,2017
2017-10-22,77.5,13.5,24.5,2.5,10.5,22,10,2017
2017-10-23,77.5,13.5,24.5,2.5,10.5,23,10,2017
2017-10-24,77.5,13.5,24.5,2.5,10.5,24,10,2017
2017-10-25,77.5,13.5,24.5,2.5,10.5,25,10,2017
2017-10-26,77.5,13.5,24.5,2.5,10.5,26,10,2017
2017-10-27,77.5,13.5,24.5,2.5,10.5,27,10,2017
2017-10-28,77.5,13.5,24.5,2.5,10.5,28,10,2017
2017-10-29,77.5,13.5,24.5,2.5,10.5,29,10,2017
2017-10-30,77.5,13.5,24.5,2.5,10.5,30,10,2017
2017-10-31,77.5,13.5,24.5,2.5,10.5,31,10,2017
2017-11-01,55.0,15.0,19.0,3.0,7.0,1,11,2017
2017-11-02,55.0,15.0,19.0,3.0,7.0,2,11,2017
2017-11-03,55.0,15.0,19.0,3.0,7.0,3,11,2017
2017-11-04,55.0,15.0,19.0,3.0,7.0,4,11,2017
2017-11-05,55.0,15.0,19.0,3.0,7.0,5,11,2017
2017-11-06,55.0,15.0,19.0,3.0,7.0,6,11,2017
2017-11-07,55.0,15.0,19.0,3.0,7.0,7,11,2017
2017-11-08,55.0,15.0,19.0,3.0,7.0,8,11,2017
2017-11-09,55.0,15.0,19.0,3.0,7.0,9,11,2017
2017-11-10,55.0,15.0,19.0,3.0,7.0,10,11,2017
2017-11-11,55.0,15.0,19.0,3.0,7.0,11,11,2017
2017-11-12,55.0,15.0,19.0,3.0,7.0,12,11,2017
2017-11-13,55.0,15.0,19.0,3.0,7.0,13,11,2017
2017-11-14,55.0,15.0,19.0,3.0,7.0,14,11,2017
2017-11-15,55.0,15.0,19.0,3.0,7.0,15,11,2017
2017-11-16,55.0,15.0,19.0,3.0,7.0,16,11,2017
2017-11-17,55.0,15.0,19.0,3.0,7.0,17,11,2017
2017-11-18,55.0,15.0,19.0,3.0,7.0,18,11,2017
2017-11-19,55.0,15.0,19.0,3.0,7.0,19,11,2017
2017-11-20,55.0,15.0,19.0,3.0,7.0,20,11,2017
2017-11-21,55.0,15.0,19.0,3.0,7.0,21,11,2017
2017-11-22,55.0,15.0,19.0,3.0,7.0,22,11,2017
2017-11-23,55.0,15.0,19.0,3.0,7.0,23,11,2017
2017-11-24,55.0,15.0,19.0,3.0,7.0,24,11,2017
2017-11-25,55.0,15.0,19.0,3.0,7.0,25,11,2017
2017-11-26,55.0,15.0,19.0,3.0,7.0,26,11,2017
2017-11-27,55.0,15.0,19.0,3.0,7.0,27,11,2017
2017-11-28,55.0,15.0,19.0,3.0,7.0,28,11,2017
2017-11-29,55.0,15.0,19.0,3.0,7.0,29,11,2017
2017-11-30,55.0,15.0,19.0,3.0,7.0,30,11,2017
2017-12-01,55.0,15.0,19.0,3.0,7.0,1,12,2017
2017-12-02,55.0,15.0,19.0,3.0,7.0,2,12,2017
2017-12-03,55.0,15.0,19.0,3.0,7.0,3,12,2017
2017-12-04,55.0,15.0,19.0,3.0,7.0,4,12,2017
2017-12-05,55.0,15.0,19.0,3.0,7.0,5,12,2017
2017-12-06,55.0,15.0,19.0,3.0,7.0,6,12,2017
2017-12-07,55.0,15.0,19.0,3.0,7.0,7,12,2017
2017-12-08,55.0,15.0,19.0,3.0,7.0,8,12,2017
2017-12-09,55.0,15.0,19.0,3.0,7.0,9,12,2017
2017-12-10,55.0,15.0,19.0,3.0,7.0,10,12,2017
2017-12-11,55.0,15.0,19.0,3.0,7.0,11,12,2017
2017-12-12,55.0,15.0,19.0,3.0,7.0,12,12,2017
2017-12-13,55.0,15.0,19.0,3.0,7.0,13,12,2017
2017-12-14,55.0,15.0,19.0,3.0,7.0,14,12,2017
2017-12-15,55.0,15.0,19.0,3.0,7.0,15,12,2017
2017-12-16,55.0,15.0,19.0,3.0,7.0,16,12,2017
2017-12-17,55.0,15.0,19.0,3.0,7.0,17,12,2017
2017-12-18,55.0,15.0,19.0,3.0,7.0,18,12,2017
2017-12-19,55.0,15.0,19.0,3.0,7.0,19,12,2017
2017-12-20,55.0,15.0,19.0,3.0,7.0,20,12,2017
2017-12-21,55.0,15.0,19.0,3.0,7.0,21,12,2017
2017-12-22,55.0,15.0,19.0,3.0,7.0,22,12,2017
2017-12-23,55.0,15.0,19.0,3.0,7.0,23,12,2017
2017-12-24,55.0,15.0,19.0,3.0,7.0,24,12,2017
2017-12-25,55.0,15.0,19.0,3.0,7.0,25,12,2017
2017-12-26,55.0,15.0,19.0,3.0,7.0,26,12,2017
2017-12-27,55.0,15.0,19.0,3.0,7.0,27,12,2017
2017-12-28,55.0,15.0,19.0,3.0,7.0,28,12,2017
2017-12-29,55.0,15.0,19.0,3.0,7.0,29,12,2017
2017-12-30,55.0,15.0,19.0,3.0,7.0,30,12,2017
2017-12-31,55.0,15.0,19.0,3.0,7.0,31,12,2017
2018-01-01,116.0,27.0,43.0,7.0,14.0,1,1,2018
2018-01-02,116.0,27.0,43.0,7.0,14.0,2,1,2018
2018-01-03,116.0,27.0,43.0,7.0,14.0,3,1,2018
2018-01-04,116.0,27.0,43.0,7.0,14.0,4,1,2018
2018-01-05,116.0,27.0,43.0,7.0,14.0,5,1,2018
2018-01-06,116.0,27.0,43.0,7.0,14.0,6,1,2018
2018-01-07,116.0,27.0,43.0,7.0,14.0,7,1,2018
2018-01-08,116.0,27.0,43.0,7.0,14.0,8,1,2018
2018-01-09,116.0,27.0,43.0,7.0,14.0,9,1,2018
2018-01-10,116.0,27.0,43.0,7.0,14.0,10,1,2018
2018-01-11,116.0,27.0,43.0,7.0,14.0,11,1,2018
2018-01-12,116.0,27.0,43.0,7.0,14.0,12,1,2018
2018-01-13,116.0,27.0,43.0,7.0,14.0,13,1,2018
2018-01-14,116.0,27.0,43.0,7.0,14.0,14,1,2018
2018-01-15,116.0,27.0,43.0,7.0,14.0,15,1,2018
2018-01-16,116.0,27.0,43.0,7.0,14.0,16,1,2018
2018-01-17,116.0,27.0,43.0,7.0,14.0,17,1,2018
2018-01-18,116.0,27.0,43.0,7.0,14.0,18,1,2018
2018-01-19,116.0,27.0,43.0,7.0,14.0,19,1,2018
2018-01-20,116.0,27.0,43.0,7.0,14.0,20,1,2018
2018-01-21,116.0,27.0,43.0,7.0,14.0,21,1,2018
2018-01-22,116.0,27.0,43.0,7.0,14.0,22,1,2018
2018-01-23,116.0,27.0,43.0,7.0,14.0,23,1,2018
2018-01-24,116.0,27.0,43.0,7.0,14.0,24,1,2018
2018-01-25,116.0,27.0,43.0,7.0,14.0,25,1,2018
2018-01-26,116.0,27.0,43.0,7.0,14.0,26,1,2018
2018-01-27,116.0,27.0,43.0,7.0,14.0,27,1,2018
2018-01-28,116.0,27.0,43.0,7.0,14.0,28,1,2018
2018-01-29,116.0,27.0,43.0,7.0,14.0,29,1,2018
2018-01-30,116.0,27.0,43.0,7.0,14.0,30,1,2018
2018-01-31,116.0,27.0,43.0,7.0,14.0,31,1,2018
2018-02-01,116.0,27.0,43.0,7.0,14.0,1,2,2018
2018-02-02,116.0,27.0,43.0,7.0,14.0,2,2,2018
2018-02-03,116.0,27.0,43.0,7.0,14.0,3,2,2018
2018-02-04,116.0,27.0,43.0,7.0,14.0,4,2,2018
2018-02-05,116.0,27.0,43.0,7.0,14.0,5,2,2018
2018-02-06,116.0,27.0,43.0,7.0,14.0,6,2,2018
2018-02-07,116.0,27.0,43.0,7.0,14.0,7,2,2018
2018-02-08,116.0,27.0,43.0,7.0,14.0,8,2,2018
2018-02-09,116.0,27.0,43.0,7.0,14.0,9,2,2018
2018-02-10,116.0,27.0,43.0,7.0,14.0,10,2,2018
2018-02-11,116.0,27.0,43.0,7.0,14.0,11,2,2018
2018-02-12,116.0,27.0,43.0,7.0,14.0,12,2,2018
2018-02-13,116.0,27.0,43.0,7.0,14.0,13,2,2018
2018-02-14,116.0,27.0,43.0,7.0,14.0,14,2,2018
2018-02-15,116.0,27.0,43.0,7.0,14.0,15,2,2018
2018-02-16,116.0,27.0,43.0,7.0,14.0,16,2,2018
2018-02-17,116.0,27.0,43.0,7.0,14.0,17,2,2018
2018-02-18,116.0,27.0,43.0,7.0,14.0,18,2,2018
2018-02-19,116.0,27.0,43.0,7.0,14.0,19,2,2018
2018-02-20,116.0,27.0,43.0,7.0,14.0,20,2,2018
2018-02-21,116.0,27.0,43.0,7.0,14.0,21,2,2018
2018-02-22,116.0,27.0,43.0,7.0,14.0,22,2,2018
2018-02-23,116.0,27.0,43.0,7.0,14.0,23,2,2018
2018-02-24,116.0,27.0,43.0,7.0,14.0,24,2,2018
2018-02-25,116.0,27.0,43.0,7.0,14.0,25,2,2018
2018-02-26,116.0,27.0,43.0,7.0,14.0,26,2,2018
2018-02-27,116.0,27.0,43.0,7.0,14.0,27,2,2018
2018-02-28,116.0,27.0,43.0,7.0,14.0,28,2,2018
2018-03-01,116.0,27.0,43.0,7.0,14.0,1,3,2018
2018-03-02,116.0,27.0,43.0,7.0,14.0,2,3,2018
2018-03-03,116.0,27.0,43.0,7.0,14.0,3,3,2018
2018-03-04,116.0,27.0,43.0,7.0,14.0,4,3,2018
2018-03-05,116.0,27.0,43.0,7.0,14.0,5,3,2018
2018-03-06,116.0,27.0,43.0,7.0,14.0,6,3,2018
2018-03-07,116.0,27.0,43.0,7.0,14.0,7,3,2018
2018-03-08,116.0,27.0,43.0,7.0,14.0,8,3,2018
2018-03-09,116.0,27.0,43.0,7.0,14.0,9,3,2018
2018-03-10,116.0,27.0,43.0,7.0,14.0,10,3,2018
2018-03-11,116.0,27.0,43.0,7.0,14.0,11,3,2018
2018-03-12,116.0,27.0,43.0,7.0,14.0,12,3,2018
2018-03-13,116.0,27.0,43.0,7.0,14.0,13,3,2018
2018-03-14,116.0,27.0,43.0,7.0,14.0,14,3,2018
2018-03-15,116.0,27.0,43.0,7.0,14.0,15,3,2018
2018-03-16,116.0,27.0,43.0,7.0,14.0,16,3,2018
2018-03-17,116.0,27.0,43.0,7.0,14.0,17,3,2018
2018-03-18,116.0,27.0,43.0,7.0,14.0,18,3,2018
2018-03-19,116.0,27.0,43.0,7.0,14.0,19,3,2018
2018-03-20,116.0,27.0,43.0,7.0,14.0,20,3,2018
2018-03-21,116.0,27.0,43.0,7.0,14.0,21,3,2018
2018-03-22,116.0,27.0,43.0,7.0,14.0,22,3,2018
2018-03-23,116.0,27.0,43.0,7.0,14.0,23,3,2018
2018-03-24,116.0,27.0,43.0,7.0,14.0,24,3,2018
2018-03-25,116.0,27.0,43.0,7.0,14.0,25,3,2018
2018-03-26,116.0,27.0,43.0,7.0,14.0,26,3,2018
2018-03-27,116.0,27.0,43.0,7.0,14.0,27,3,2018
2018-03-28,116.0,27.0,43.0,7.0,14.0,28,3,2018
2018-03-29,116.0,27.0,43.0,7.0,14.0,29,3,2018
2018-03-30,116.0,27.0,43.0,7.0,14.0,30,3,2018
2018-03-31,116.0,27.0,43.0,7.0,14.0,31,3,2018
2018-04-01,116.0,27.0,43.0,7.0,14.0,1,4,2018
2018-04-02,116.0,27.0,43.0,7.0,14.0,2,4,2018
2018-04-03,116.0,27.0,43.0,7.0,14.0,3,4,2018
2018-04-04,116.0,27.0,43.0,7.0,14.0,4,4,2018
2018-04-05,116.0,27.0,43.0,7.0,14.0,5,4,2018
2018-04-06,116.0,27.0,43.0,7.0,14.0,6,4,2018
2018-04-07,116.0,27.0,43.0,7.0,14.0,7,4,2018
2018-04-08,116.0,27.0,43.0,7.0,14.0,8,4,2018
2018-04-09,116.0,27.0,43.0,7.0,14.0,9,4,2018
2018-04-10,116.0,27.0,43.0,7.0,14.0,10,4,2018
2018-04-11,116.0,27.0,43.0,7.0,14.0,11,4,2018
2018-04-12,116.0,27.0,43.0,7.0,14.0,12,4,2018
2018-04-13,116.0,27.0,43.0,7.0,14.0,13,4,2018
2018-04-14,116.0,27.0,43.0,7.0,14.0,14,4,2018
2018-04-15,116.0,27.0,43.0,7.0,14.0,15,4,2018
2018-04-16,116.0,27.0,43.0,7.0,14.0,16,4,2018
2018-04-17,116.0,27.0,43.0,7.0,14.0,17,4,2018
2018-04-18,116.0,27.0,43.0,7.0,14.0,18,4,2018
2018-04-19,116.0,27.0,43.0,7.0,14.0,19,4,2018
2018-04-20,116.0,27.0,43.0,7.0,14.0,20,4,2018
2018-04-21,116.0,27.0,43.0,7.0,14.0,21,4,2018
2018-04-22,116.0,27.0,43.0,7.0,14.0,22,4,2018
2018-04-23,116.0,27.0,43.0,7.0,14.0,23,4,2018
2018-04-24,116.0,27.0,43.0,7.0,14.0,24,4,2018
2018-04-25,116.0,27.0,43.0,7.0,14.0,25,4,2018
2018-04-26,116.0,27.0,43.0,7.0,14.0,26,4,2018
2018-04-27,116.0,27.0,43.0,7.0,14.0,27,4,2018
2018-04-28,116.0,27.0,43.0,7.0,14.0,28,4,2018
2018-04-29,116.0,27.0,43.0,7.0,14.0,29,4,2018
2018-04-30,116.0,27.0,43.0,7.0,14.0,30,4,2018
2018-05-01,116.0,27.0,43.0,7.0,14.0,1,5,2018
2018-05-02,116.0,27.0,43.0,7.0,14.0,2,5,2018
2018-05-03,116.0,27.0,43.0,7.0,14.0,3,5,2018
2018-05-04,116.0,27.0,43.0,7.0,14.0,4,5,2018
2018-05-05,116.0,27.0,43.0,7.0,14.0,5,5,2018
2018-05-06,116.0,27.0,43.0,7.0,14.0,6,5,2018
2018-05-07,116.0,27.0,43.0,7.0,14.0,7,5,2018
2018-05-08,116.0,27.0,43.0,7.0,14.0,8,5,2018
2018-05-09,116.0,27.0,43.0,7.0,14.0,9,5,2018
2018-05-10,116.0,27.0,43.0,7.0,14.0,10,5,2018
2018-05-11,116.0,27.0,43.0,7.0,14.0,11,5,2018
2018-05-12,116.0,27.0,43.0,7.0,14.0,12,5,2018
2018-05-13,116.0,27.0,43.0,7.0,14.0,13,5,2018
2018-05-14,116.0,27.0,43.0,7.0,14.0,14,5,2018
2018-05-15,116.0,27.0,43.0,7.0,14.0,15,5,2018
2018-05-16,116.0,27.0,43.0,7.0,14.0,16,5,2018
2018-05-17,116.0,27.0,43.0,7.0,14.0,17,5,2018
2018-05-18,116.0,27.0,43.0,7.0,14.0,18,5,2018
2018-05-19,116.0,27.0,43.0,7.0,14.0,19,5,2018
2018-05-20,116.0,27.0,43.0,7.0,14.0,20,5,2018
2018-05-21,116.0,27.0,43.0,7.0,14.0,21,5,2018
2018-05-22,116.0,27.0,43.0,7.0,14.0,22,5,2018
2018-05-23,116.0,27.0,43.0,7.0,14.0,23,5,2018
2018-05-24,116.0,27.0,43.0,7.0,14.0,24,5,2018
2018-05-25,116.0,27.0,43.0,7.0,14.0,25,5,2018
2018-05-26,116.0,27.0,43.0,7.0,14.0,26,5,2018
2018-05-27,116.0,27.0,43.0,7.0,14.0,27,5,2018
2018-05-28,116.0,27.0,43.0,7.0,14.0,28,5,2018
2018-05-29,116.0,27.0,43.0,7.0,14.0,29,5,2018
2018-05-30,116.0,27.0,43.0,7.0,14.0,30,5,2018
2018-05-31,116.0,27.0,43.0,7.0,14.0,31,5,2018
2018-06-01,116.0,27.0,43.0,7.0,14.0,1,6,2018
2018-06-02,116.0,27.0,43.0,7.0,14.0,2,6,2018
2018-06-03,116.0,27.0,43.0,7.0,14.0,3,6,2018
2018-06-04,116.0,27.0,43.0,7.0,14.0,4,6,2018
2018-06-05,116.0,27.0,43.0,7.0,14.0,5,6,2018
2018-06-06,116.0,27.0,43.0,7.0,14.0,6,6,2018
2018-06-07,116.0,27.0,43.0,7.0,14.0,7,6,2018
2018-06-08,116.0,27.0,43.0,7.0,14.0,8,6,2018
2018-06-09,116.0,27.0,43.0,7.0,14.0,9,6,2018
2018-06-10,116.0,27.0,43.0,7.0,14.0,10,6,2018
2018-06-11,116.0,27.0,43.0,7.0,14.0,11,6,2018
2018-06-12,116.0,27.0,43.0,7.0,14.0,12,6,2018
2018-06-13,116.0,27.0,43.0,7.0,14.0,13,6,2018
2018-06-14,116.0,27.0,43.0,7.0,14.0,14,6,2018
2018-06-15,116.0,27.0,43.0,7.0,14.0,15,6,2018
2018-06-16,116.0,27.0,43.0,7.0,14.0,16,6,2018
2018-06-17,116.0,27.0,43.0,7.0,14.0,17,6,2018
2018-06-18,116.0,27.0,43.0,7.0,14.0,18,6,2018
2018-06-19,116.0,27.0,43.0,7.0,14.0,19,6,2018
2018-06-20,116.0,27.0,43.0,7.0,14.0,20,6,2018
2018-06-21,116.0,27.0,43.0,7.0,14.0,21,6,2018
2018-06-22,116.0,27.0,43.0,7.0,14.0,22,6,2018
