date,pm25,pm10,o3,no2,co,dd,mm,yy
2015-07-09,24.0,24.0,37.0,12.0,20.0,9,7,2015
2015-07-10,21.0,25.0,37.0,12.0,24.0,10,7,2015
2015-07-11,23.0,29.0,10.0,13.0,30.0,11,7,2015
2015-07-12,37.0,34.0,28.0,14.0,30.0,12,7,2015
2015-07-13,37.0,40.0,26.0,13.0,28.0,13,7,2015
2015-07-14,38.0,47.0,21.0,13.0,28.0,14,7,2015
2015-07-15,39.0,46.0,22.0,14.0,25.0,15,7,2015
2015-07-16,34.0,71.0,22.0,14.0,22.0,16,7,2015
2015-07-17,31.0,34.0,27.0,13.0,9.0,17,7,2015
2015-07-18,31.0,26.0,27.0,13.0,9.0,18,7,2015
2015-07-19,31.0,22.0,28.0,10.0,12.0,19,7,2015
2015-07-20,26.0,22.0,22.0,17.0,15.0,20,7,2015
2015-07-21,24.0,20.0,22.0,18.0,12.0,21,7,2015
2015-07-22,20.0,21.0,27.0,16.0,13.0,22,7,2015
2015-07-23,21.0,22.0,17.0,19.0,14.0,23,7,2015
2015-07-24,21.0,21.0,29.0,18.0,11.0,24,7,2015
2015-07-25,20.0,21.0,31.0,13.0,10.0,25,7,2015
2015-07-26,24.0,21.0,26.0,13.0,11.0,26,7,2015
2015-07-27,23.0,19.0,30.0,18.0,10.0,27,7,2015
2015-07-28,22.0,21.0,24.0,16.0,10.0,28,7,2015
2015-07-29,25.0,19.0,29.0,19.0,9.0,29,7,2015
2015-07-30,23.0,19.0,17.0,16.0,12.0,30,7,2015
2015-07-31,21.0,19.0,17.0,15.0,11.0,31,7,2015
2015-08-01,20.0,23.0,31.0,11.0,8.0,1,8,2015
2015-08-02,23.0,21.0,31.0,11.0,13.0,2,8,2015
2015-08-03,26.0,21.0,19.0,16.0,35.0,3,8,2015
2015-08-04,23.0,22.0,19.0,14.0,36.0,4,8,2015
2015-08-05,21.0,23.0,31.0,14.0,20.0,5,8,2015
2015-08-06,23.0,18.0,31.0,15.0,20.0,6,8,2015
2015-08-07,14.0,21.0,31.0,17.0,20.0,7,8,2015
2015-08-08,18.0,34.0,31.0,24.0,20.0,8,8,2015
2015-08-09,23.0,34.0,31.0,24.0,20.0,9,8,2015
2015-08-10,23.0,34.0,31.0,24.0,20.0,10,8,2015
2015-08-11,23.0,34.0,31.0,24.0,20.0,11,8,2015
2015-08-12,23.0,34.0,31.0,24.0,20.0,12,8,2015
2015-08-13,23.0,59.0,38.0,26.0,21.0,13,8,2015
2015-08-14,44.0,63.0,38.0,26.0,21.0,14,8,2015
2015-08-15,43.0,64.0,31.0,27.0,20.0,15,8,2015
2015-08-16,23.0,34.0,31.0,24.0,20.0,16,8,2015
2015-08-17,23.0,56.0,48.0,23.0,10.0,17,8,2015
2015-08-18,47.0,57.0,51.0,23.0,11.0,18,8,2015
2015-08-19,49.0,34.0,31.0,24.0,20.0,19,8,2015
2015-08-20,23.0,34.0,31.0,24.0,20.0,20,8,2015
2015-08-21,23.0,34.0,31.0,24.0,20.0,21,8,2015
2015-08-22,23.0,34.0,31.0,24.0,20.0,22,8,2015
2015-08-23,23.0,31.0,34.0,38.0,19.0,23,8,2015
2015-08-24,18.0,32.0,27.0,33.0,18.0,24,8,2015
2015-08-25,23.0,34.0,50.0,26.0,21.0,25,8,2015
2015-08-26,26.0,37.0,30.0,24.0,17.0,26,8,2015
2015-08-27,31.0,34.0,19.0,23.0,20.0,27,8,2015
2015-08-28,25.0,34.0,10.0,26.0,20.0,28,8,2015
2015-08-29,23.0,34.0,10.0,26.0,20.0,29,8,2015
2015-08-30,23.0,36.0,48.0,27.0,25.0,30,8,2015
2015-08-31,36.0,37.0,47.0,31.0,26.0,31,8,2015
2015-09-01,39.0,38.5,22.0,21.0,10.0,1,9,2015
2015-09-02,32.0,38.5,22.0,21.0,10.0,2,9,2015
2015-09-03,32.0,47.0,42.0,20.0,23.0,3,9,2015
2015-09-04,55.0,52.0,33.0,31.0,6.0,4,9,2015
2015-09-05,68.0,54.0,28.0,35.0,4.0,5,9,2015
2015-09-06,74.0,38.5,22.0,21.0,10.0,6,9,2015
2015-09-07,32.0,41.0,32.0,21.0,10.0,7,9,2015
2015-09-08,50.0,41.0,32.0,21.0,10.0,8,9,2015
2015-09-09,50.0,38.5,22.0,21.0,10.0,9,9,2015
2015-09-10,32.0,29.0,22.0,18.0,10.0,10,9,2015
2015-09-11,38.0,30.0,23.0,18.0,10.0,11,9,2015
2015-09-12,38.0,38.5,22.0,21.0,10.0,12,9,2015
2015-09-13,32.0,41.0,37.0,10.0,4.0,13,9,2015
2015-09-14,34.0,40.0,14.0,11.0,4.0,14,9,2015
2015-09-15,32.0,37.0,16.0,21.0,10.0,15,9,2015
2015-09-16,30.0,37.0,14.0,22.0,10.0,16,9,2015
2015-09-17,31.0,38.5,29.0,9.0,10.0,17,9,2015
2015-09-18,25.0,35.0,27.0,18.0,10.0,18,9,2015
2015-09-19,22.0,35.0,19.0,22.0,10.0,19,9,2015
2015-09-20,21.0,38.0,14.0,19.0,9.0,20,9,2015
2015-09-21,25.0,40.0,20.0,20.0,8.0,21,9,2015
2015-09-22,25.0,39.0,13.0,21.0,10.0,22,9,2015
2015-09-23,19.0,36.0,9.0,24.0,7.0,23,9,2015
2015-09-24,24.0,38.0,18.0,25.0,21.0,24,9,2015
2015-09-25,35.0,38.5,22.0,21.0,10.0,25,9,2015
2015-09-26,32.0,38.5,22.0,21.0,10.0,26,9,2015
2015-09-27,32.0,33.0,13.0,21.0,19.0,27,9,2015
2015-09-28,28.0,33.0,13.0,19.0,19.0,28,9,2015
2015-09-29,28.0,39.0,23.0,25.0,19.0,29,9,2015
2015-09-30,54.0,41.0,22.0,35.0,19.0,30,9,2015
2015-10-01,60.0,30.0,36.0,19.0,18.0,1,10,2015
2015-10-02,28.0,28.0,13.0,28.0,19.0,2,10,2015
2015-10-03,16.0,29.0,13.0,36.0,20.0,3,10,2015
2015-10-04,14.0,20.0,19.0,20.0,21.0,4,10,2015
2015-10-05,21.0,24.0,8.0,28.0,19.0,5,10,2015
2015-10-06,33.0,41.0,38.0,46.0,13.0,6,10,2015
2015-10-07,54.0,47.0,40.0,53.0,11.0,7,10,2015
2015-10-08,55.0,46.0,41.0,43.0,10.0,8,10,2015
2015-10-09,32.0,41.0,41.0,27.0,10.0,9,10,2015
2015-10-10,24.0,34.0,36.0,22.0,10.0,10,10,2015
2015-10-11,18.0,33.0,29.0,24.0,10.0,11,10,2015
2015-10-12,14.0,36.0,10.0,31.0,11.0,12,10,2015
2015-10-13,16.0,38.0,10.0,32.0,12.0,13,10,2015
2015-10-14,19.0,43.0,33.0,41.0,12.0,14,10,2015
2015-10-15,28.0,44.0,35.0,45.0,11.0,15,10,2015
2015-10-16,70.0,37.0,35.0,43.0,11.0,16,10,2015
2015-10-17,87.0,42.0,9.0,45.0,12.0,17,10,2015
2015-10-18,90.0,39.0,32.0,36.0,11.0,18,10,2015
2015-10-19,57.0,46.0,41.0,46.0,12.0,19,10,2015
2015-10-20,61.0,51.0,22.0,44.0,12.0,20,10,2015
2015-10-21,70.0,54.0,19.0,43.0,13.0,21,10,2015
2015-10-22,73.0,49.0,41.0,31.0,11.0,22,10,2015
2015-10-23,66.0,52.0,38.0,37.0,11.0,23,10,2015
2015-10-24,73.0,45.0,15.0,38.0,18.0,24,10,2015
2015-10-25,66.0,43.0,41.0,35.0,16.0,25,10,2015
2015-10-26,56.0,42.0,41.0,36.0,15.0,26,10,2015
2015-10-27,54.0,39.0,10.0,41.0,16.0,27,10,2015
2015-10-28,59.0,51.0,41.0,40.0,7.0,28,10,2015
2015-10-29,57.0,51.0,44.0,40.0,9.0,29,10,2015
2015-10-30,52.0,48.0,43.0,40.0,10.0,30,10,2015
2015-10-31,48.0,53.0,41.0,48.0,7.0,31,10,2015
2015-11-01,51.0,58.0,19.0,47.0,8.0,1,11,2015
2015-11-02,53.0,56.0,34.0,58.0,6.0,2,11,2015
2015-11-03,48.0,52.0,46.0,51.0,5.0,3,11,2015
2015-11-04,46.0,50.0,46.0,48.0,5.0,4,11,2015
2015-11-05,44.0,53.0,42.0,46.0,6.0,5,11,2015
2015-11-06,57.0,53.0,49.0,57.0,11.0,6,11,2015
2015-11-07,57.0,54.0,48.0,48.0,35.0,7,11,2015
2015-11-08,53.0,60.0,41.0,46.0,40.0,8,11,2015
2015-11-09,52.0,53.0,40.0,39.0,14.0,9,11,2015
2015-11-10,48.0,57.0,47.0,45.0,19.0,10,11,2015
2015-11-11,54.0,58.0,47.0,45.0,6.0,11,11,2015
2015-11-12,60.0,88.0,46.0,38.0,22.0,12,11,2015
2015-11-13,153.0,88.0,46.0,38.0,22.0,13,11,2015
2015-11-14,153.0,74.5,41.0,46.0,22.0,14,11,2015
2015-11-15,58.5,74.5,44.0,57.0,44.0,15,11,2015
2015-11-16,58.5,97.0,40.0,14.0,41.0,16,11,2015
2015-11-17,78.0,108.0,44.0,9.0,32.0,17,11,2015
2015-11-18,83.0,130.0,41.0,46.0,33.0,18,11,2015
2015-11-19,93.0,116.0,33.0,46.0,31.0,19,11,2015
2015-11-20,87.0,99.0,26.0,46.0,24.0,20,11,2015
2015-11-21,72.0,89.0,29.0,46.0,27.0,21,11,2015
2015-11-22,63.0,75.0,27.0,46.0,29.0,22,11,2015
2015-11-23,51.0,42.0,24.0,46.0,29.0,23,11,2015
2015-11-24,41.0,62.0,33.0,46.0,16.0,24,11,2015
2015-11-25,57.0,74.0,41.0,46.0,22.0,25,11,2015
2015-11-26,81.0,81.0,39.0,46.0,18.0,26,11,2015
2015-11-27,108.0,80.0,50.0,46.0,21.0,27,11,2015
2015-11-28,112.0,81.0,16.0,46.0,18.0,28,11,2015
2015-11-29,118.0,82.0,40.0,46.0,35.0,29,11,2015
2015-11-30,119.0,78.0,32.0,46.0,38.0,30,11,2015
2015-12-01,99.0,75.0,33.0,7.0,42.0,1,12,2015
2015-12-02,93.0,75.0,29.0,7.0,17.0,2,12,2015
2015-12-03,84.0,71.0,44.0,7.0,7.0,3,12,2015
2015-12-04,78.0,73.0,43.0,8.0,1.0,4,12,2015
2015-12-05,85.0,113.0,37.5,9.0,88.0,5,12,2015
2015-12-06,68.0,119.0,37.0,7.0,52.0,6,12,2015
2015-12-07,189.0,123.0,37.0,7.0,41.0,7,12,2015
2015-12-08,97.0,128.0,37.0,7.0,39.0,8,12,2015
2015-12-09,78.0,99.0,42.0,7.0,33.0,9,12,2015
2015-12-10,74.0,93.0,36.0,7.0,33.0,10,12,2015
2015-12-11,61.0,107.0,34.0,7.0,25.0,11,12,2015
2015-12-12,57.0,113.0,37.5,7.0,33.0,12,12,2015
2015-12-13,68.0,115.0,12.0,7.0,50.0,13,12,2015
2015-12-14,58.0,101.0,30.0,7.0,43.0,14,12,2015
2015-12-15,53.0,111.0,38.0,7.0,32.0,15,12,2015
2015-12-16,57.0,139.0,40.0,7.0,44.0,16,12,2015
2015-12-17,67.0,149.0,26.0,7.0,37.0,17,12,2015
2015-12-18,62.0,138.0,47.0,7.0,28.0,18,12,2015
2015-12-19,54.0,115.0,40.0,7.0,29.0,19,12,2015
2015-12-20,60.0,128.0,50.0,7.0,18.0,20,12,2015
2015-12-21,68.0,90.0,28.0,7.0,29.0,21,12,2015
2015-12-22,52.0,92.0,48.0,7.0,29.0,22,12,2015
2015-12-23,53.0,105.0,46.0,7.0,29.0,23,12,2015
2015-12-24,58.0,109.0,50.0,7.0,33.0,24,12,2015
2015-12-25,64.0,124.0,53.0,7.0,33.0,25,12,2015
2015-12-26,77.0,130.0,53.0,7.0,33.0,26,12,2015
2015-12-27,83.0,135.0,31.0,7.0,73.0,27,12,2015
2015-12-28,86.0,137.0,8.0,7.0,88.0,28,12,2015
2015-12-29,87.0,113.0,37.5,7.0,33.0,29,12,2015
2015-12-30,68.0,113.0,37.5,7.0,33.0,30,12,2015
2015-12-31,68.0,113.0,37.5,7.0,33.0,31,12,2015
2016-01-01,73.0,115.5,50.5,47.0,59.0,1,1,2016
2016-01-02,73.0,115.5,50.5,47.0,59.0,2,1,2016
2016-01-03,73.0,116.0,43.0,19.0,38.0,3,1,2016
2016-01-04,73.0,117.0,10.0,43.0,88.0,4,1,2016
2016-01-05,72.0,126.0,34.0,54.0,54.0,5,1,2016
2016-01-06,77.0,128.0,31.0,55.0,59.0,6,1,2016
2016-01-07,80.0,127.0,26.0,55.0,59.0,7,1,2016
2016-01-08,81.0,123.0,46.0,54.0,29.0,8,1,2016
2016-01-09,76.0,122.0,46.0,43.0,29.0,9,1,2016
2016-01-10,75.0,119.0,48.0,36.0,59.0,10,1,2016
2016-01-11,80.0,118.0,48.0,53.0,59.0,11,1,2016
2016-01-12,81.0,118.0,53.0,54.0,59.0,12,1,2016
2016-01-13,78.0,118.0,53.0,47.0,59.0,13,1,2016
2016-01-14,79.0,99.0,48.0,17.0,59.0,14,1,2016
2016-01-15,63.0,95.0,35.0,7.0,59.0,15,1,2016
2016-01-16,65.0,82.0,27.0,47.0,59.0,16,1,2016
2016-01-17,60.0,79.0,34.0,47.0,59.0,17,1,2016
2016-01-18,55.0,88.0,55.0,47.0,59.0,18,1,2016
2016-01-19,60.0,99.0,77.0,47.0,59.0,19,1,2016
2016-01-20,55.0,105.0,72.0,47.0,59.0,20,1,2016
2016-01-21,67.0,104.0,74.0,47.0,59.0,21,1,2016
2016-01-22,68.0,115.0,77.0,47.0,59.0,22,1,2016
2016-01-23,73.0,125.0,31.0,47.0,59.0,23,1,2016
2016-01-24,82.0,118.0,72.0,47.0,59.0,24,1,2016
2016-01-25,78.0,104.0,72.0,47.0,59.0,25,1,2016
2016-01-26,67.0,96.0,89.0,47.0,59.0,26,1,2016
2016-01-27,59.0,102.0,86.0,47.0,59.0,27,1,2016
2016-01-28,62.0,107.0,60.0,47.0,59.0,28,1,2016
2016-01-29,68.0,115.5,50.5,47.0,59.0,29,1,2016
2016-01-30,73.0,127.0,82.0,47.0,59.0,30,1,2016
2016-01-31,86.0,110.0,75.0,47.0,59.0,31,1,2016
2016-02-01,73.0,101.0,70.0,6.5,80.0,1,2,2016
2016-02-02,65.0,102.0,58.0,6.5,80.0,2,2,2016
2016-02-03,63.0,106.0,79.0,6.5,80.0,3,2,2016
2016-02-04,67.0,120.0,96.0,6.5,80.0,4,2,2016
2016-02-05,82.0,109.0,59.0,6.5,80.0,5,2,2016
2016-02-06,68.0,96.0,36.0,6.5,80.0,6,2,2016
2016-02-07,60.0,90.0,75.0,6.5,80.0,7,2,2016
2016-02-08,59.0,107.0,122.0,6.5,80.0,8,2,2016
2016-02-09,68.0,111.0,87.0,6.5,80.0,9,2,2016
2016-02-10,71.0,90.0,65.0,6.5,80.0,10,2,2016
2016-02-11,57.0,72.0,78.0,6.5,80.0,11,2,2016
2016-02-12,49.0,70.0,80.0,6.5,80.0,12,2,2016
2016-02-13,49.0,80.0,80.0,9.0,80.0,13,2,2016
2016-02-14,51.0,104.0,100.0,9.0,80.0,14,2,2016
2016-02-15,61.0,104.0,100.0,21.0,80.0,15,2,2016
2016-02-16,63.0,98.0,98.0,16.0,104.0,16,2,2016
2016-02-17,77.0,103.0,98.0,7.0,80.0,17,2,2016
2016-02-18,76.0,86.0,92.0,7.0,59.0,18,2,2016
2016-02-19,63.0,74.0,92.0,6.0,80.0,19,2,2016
2016-02-20,62.0,73.0,96.0,6.0,80.0,20,2,2016
2016-02-21,61.0,70.0,96.0,5.0,80.0,21,2,2016
2016-02-22,56.0,90.0,113.0,7.0,80.0,22,2,2016
2016-02-23,69.0,100.0,152.0,6.0,80.0,23,2,2016
2016-02-24,73.0,74.0,152.0,5.0,80.0,24,2,2016
2016-02-25,58.0,81.0,119.0,6.0,80.0,25,2,2016
2016-02-26,65.0,96.0,75.0,7.0,80.0,26,2,2016
2016-02-27,74.0,98.0,74.0,5.0,80.0,27,2,2016
2016-02-28,77.0,102.0,94.0,5.0,80.0,28,2,2016
2016-02-29,76.0,91.0,94.0,6.5,80.0,29,2,2016
2016-03-01,66.0,77.0,80.0,7.0,60.5,1,3,2016
2016-03-02,57.0,69.0,80.0,8.0,60.5,2,3,2016
2016-03-03,55.0,48.0,78.0,12.0,60.5,3,3,2016
2016-03-04,29.0,58.0,80.0,15.0,60.5,4,3,2016
2016-03-05,36.0,72.0,80.0,13.0,60.5,5,3,2016
2016-03-06,45.0,67.0,84.0,13.0,60.5,6,3,2016
2016-03-07,36.0,82.0,119.0,15.0,60.5,7,3,2016
2016-03-08,46.0,90.0,119.0,14.0,60.5,8,3,2016
2016-03-09,53.0,84.0,92.0,14.0,60.5,9,3,2016
2016-03-10,47.0,96.0,113.0,15.0,60.5,10,3,2016
2016-03-11,64.0,90.0,131.0,11.0,89.0,11,3,2016
2016-03-12,55.0,72.0,149.0,9.0,59.0,12,3,2016
2016-03-13,41.0,54.0,149.0,19.0,74.0,13,3,2016
2016-03-14,33.0,51.0,128.0,19.0,59.0,14,3,2016
2016-03-15,34.0,69.0,143.0,19.0,60.5,15,3,2016
2016-03-16,41.0,68.0,134.0,19.0,60.5,16,3,2016
2016-03-17,42.0,74.0,94.0,19.0,60.5,17,3,2016
2016-03-18,48.0,81.0,94.0,60.0,60.5,18,3,2016
2016-03-19,49.0,90.0,76.0,39.0,60.5,19,3,2016
2016-03-20,51.0,91.0,119.0,28.0,60.5,20,3,2016
2016-03-21,52.0,98.0,120.0,32.0,60.5,21,3,2016
2016-03-22,57.0,108.0,119.0,37.0,60.5,22,3,2016
2016-03-23,67.0,122.0,110.0,42.0,62.0,23,3,2016
2016-03-24,76.0,109.0,177.0,33.0,59.0,24,3,2016
2016-03-25,65.0,79.0,182.0,23.0,60.5,25,3,2016
2016-03-26,49.0,78.0,182.0,19.0,60.5,26,3,2016
2016-03-27,48.0,92.0,155.0,19.0,60.5,27,3,2016
2016-03-28,53.0,99.0,155.0,21.0,60.5,28,3,2016
2016-03-29,57.0,87.0,200.0,25.0,78.0,29,3,2016
2016-03-30,52.0,83.0,164.0,27.0,59.0,30,3,2016
2016-03-31,50.0,68.0,155.0,23.0,60.5,31,3,2016
2016-04-01,42.0,65.0,158.0,24.0,60.5,1,4,2016
2016-04-02,41.0,72.0,152.0,22.0,60.5,2,4,2016
2016-04-03,42.0,72.0,133.0,19.0,60.5,3,4,2016
2016-04-04,48.0,78.0,137.0,19.0,60.5,4,4,2016
2016-04-05,47.0,70.0,114.0,21.0,60.5,5,4,2016
2016-04-06,46.0,75.0,131.0,19.0,60.5,6,4,2016
2016-04-07,46.0,71.0,149.0,17.0,60.5,7,4,2016
2016-04-08,43.0,69.0,99.0,15.0,60.5,8,4,2016
2016-04-09,40.0,75.0,118.0,20.0,60.5,9,4,2016
2016-04-10,43.0,76.0,121.0,18.0,60.5,10,4,2016
2016-04-11,40.0,68.0,132.0,20.0,60.5,11,4,2016
2016-04-12,40.0,68.0,158.0,20.0,60.5,12,4,2016
2016-04-13,40.0,70.0,122.0,23.0,60.5,13,4,2016
2016-04-14,38.0,74.0,154.0,22.0,60.5,14,4,2016
2016-04-15,40.0,69.0,188.0,20.0,60.5,15,4,2016
2016-04-16,38.0,61.0,115.0,21.0,60.5,16,4,2016
2016-04-17,37.0,53.0,119.0,21.0,60.5,17,4,2016
2016-04-18,36.0,63.0,117.0,19.0,60.5,18,4,2016
2016-04-19,40.0,82.0,122.0,24.0,60.5,19,4,2016
2016-04-20,49.0,86.0,153.0,24.0,60.5,20,4,2016
2016-04-21,51.0,75.0,191.0,19.0,60.5,21,4,2016
2016-04-22,41.0,64.0,200.0,16.0,60.5,22,4,2016
2016-04-23,31.0,50.0,176.0,15.0,60.5,23,4,2016
2016-04-24,27.0,55.0,116.0,15.0,60.5,24,4,2016
2016-04-25,30.0,54.0,136.0,17.0,60.5,25,4,2016
2016-04-26,28.0,58.0,146.0,19.0,60.5,26,4,2016
2016-04-27,28.0,69.0,128.0,21.0,60.5,27,4,2016
2016-04-28,33.0,75.0,125.0,21.0,60.5,28,4,2016
2016-04-29,40.0,66.0,134.0,20.0,60.5,29,4,2016
2016-04-30,38.0,61.0,155.0,20.0,60.5,30,4,2016
2016-05-01,36.0,54.0,185.0,16.0,60.5,1,5,2016
2016-05-02,31.0,56.0,143.0,17.0,60.5,2,5,2016
2016-05-03,34.0,60.0,152.0,19.0,60.5,3,5,2016
2016-05-04,34.0,59.0,105.0,14.0,60.5,4,5,2016
2016-05-05,34.0,48.0,112.0,15.0,60.5,5,5,2016
2016-05-06,33.0,43.0,127.0,16.0,60.5,6,5,2016
2016-05-07,30.0,57.0,146.0,15.0,60.5,7,5,2016
2016-05-08,34.0,55.0,122.0,15.0,60.5,8,5,2016
2016-05-09,36.0,52.0,107.0,22.0,60.5,9,5,2016
2016-05-10,33.0,58.0,133.0,27.0,60.5,10,5,2016
2016-05-11,31.0,49.0,140.0,25.0,60.5,11,5,2016
2016-05-12,26.0,42.0,143.0,22.0,60.5,12,5,2016
2016-05-13,24.0,45.0,112.0,22.0,60.5,13,5,2016
2016-05-14,27.0,54.0,112.0,21.0,60.5,14,5,2016
2016-05-15,32.0,53.0,93.0,16.0,60.5,15,5,2016
2016-05-16,37.0,55.0,113.0,15.0,60.5,16,5,2016
2016-05-17,37.0,58.0,113.0,15.0,60.5,17,5,2016
2016-05-18,41.0,58.0,97.0,13.0,60.5,18,5,2016
2016-05-19,39.0,58.0,100.0,7.0,60.5,19,5,2016
2016-05-20,30.0,64.0,111.0,7.0,60.5,20,5,2016
2016-05-21,25.0,45.0,113.0,7.0,60.5,21,5,2016
2016-05-22,22.0,39.0,107.0,15.0,60.5,22,5,2016
2016-05-23,23.0,26.0,85.0,15.0,60.5,23,5,2016
2016-05-24,32.0,39.0,90.0,8.0,60.5,24,5,2016
2016-05-25,29.0,45.0,92.0,7.0,60.5,25,5,2016
2016-05-26,30.0,48.0,82.0,7.0,60.5,26,5,2016
2016-05-27,36.0,58.0,84.0,7.0,60.5,27,5,2016
2016-05-28,39.0,57.0,84.0,9.0,60.5,28,5,2016
2016-05-29,32.0,54.0,92.0,7.0,60.5,29,5,2016
2016-05-30,30.0,52.0,113.0,8.0,60.5,30,5,2016
2016-05-31,31.0,55.0,128.0,10.0,60.5,31,5,2016
2016-06-01,32.0,62.0,90.0,12.0,81.5,1,6,2016
2016-06-02,40.0,63.0,100.0,15.0,81.5,2,6,2016
2016-06-03,45.0,66.0,87.0,9.0,81.5,3,6,2016
2016-06-04,51.0,57.0,48.0,9.0,81.5,4,6,2016
2016-06-05,50.0,60.0,50.0,15.0,81.5,5,6,2016
2016-06-06,49.0,71.0,86.0,16.0,81.5,6,6,2016
2016-06-07,46.0,71.0,81.0,15.0,81.5,7,6,2016
2016-06-08,48.0,55.0,91.0,10.0,81.5,8,6,2016
2016-06-09,39.0,58.0,96.0,10.0,81.5,9,6,2016
2016-06-10,37.0,60.0,90.0,10.0,104.0,10,6,2016
2016-06-11,41.0,58.0,94.0,9.0,104.0,11,6,2016
2016-06-12,43.0,51.0,88.0,7.0,81.5,12,6,2016
2016-06-13,33.0,51.0,100.0,10.0,59.0,13,6,2016
2016-06-14,35.0,57.0,102.0,13.0,59.0,14,6,2016
2016-06-15,38.0,69.0,110.0,14.0,81.5,15,6,2016
2016-06-16,43.0,75.0,113.0,15.0,81.5,16,6,2016
2016-06-17,47.0,77.0,113.0,15.0,81.5,17,6,2016
2016-06-18,38.0,60.0,84.0,19.0,81.5,18,6,2016
2016-06-19,52.0,57.0,53.0,17.0,81.5,19,6,2016
2016-06-20,44.0,50.0,72.0,16.0,81.5,20,6,2016
2016-06-21,33.0,41.0,77.0,14.0,81.5,21,6,2016
2016-06-22,28.0,36.0,80.0,15.0,81.5,22,6,2016
