date,pm25,pm10,o3,no2,co,dd,mm,yy
2016-06-23,28.0,52.0,70.0,17.0,81.5,23,6,2016
2016-06-24,27.0,52.0,67.0,19.0,81.5,24,6,2016
2016-06-25,28.0,34.0,68.0,15.0,81.5,25,6,2016
2016-06-26,27.0,33.0,78.0,15.0,81.5,26,6,2016
2016-06-27,27.0,35.0,84.0,17.0,81.5,27,6,2016
2016-06-28,25.0,37.0,82.0,17.0,81.5,28,6,2016
2016-06-29,28.0,35.0,82.0,15.0,81.5,29,6,2016
2016-06-30,29.0,37.0,68.0,16.0,81.5,30,6,2016
2016-07-01,29.0,37.0,64.0,16.0,81.5,1,7,2016
2016-07-02,28.0,45.0,62.0,16.0,81.5,2,7,2016
2016-07-03,76.0,60.0,43.0,16.0,81.5,3,7,2016
2016-07-04,152.0,55.0,46.0,14.0,81.5,4,7,2016
2016-07-05,55.0,60.0,58.0,14.0,81.5,5,7,2016
2016-07-06,58.0,62.0,58.0,16.0,81.5,6,7,2016
2016-07-07,60.0,56.0,72.0,16.0,81.5,7,7,2016
2016-07-08,55.0,54.0,72.0,16.0,81.5,8,7,2016
2016-07-09,53.0,42.0,48.5,16.0,81.5,9,7,2016
2016-07-10,42.5,42.0,48.5,16.0,81.5,10,7,2016
2016-07-11,42.5,55.0,77.0,14.0,81.5,11,7,2016
2016-07-12,54.0,56.0,64.0,16.0,81.5,12,7,2016
2016-07-13,54.0,57.0,32.0,19.0,81.5,13,7,2016
2016-07-14,55.0,42.0,48.5,16.0,81.5,14,7,2016
2016-07-15,42.5,42.0,48.5,16.0,81.5,15,7,2016
2016-07-16,42.5,42.0,48.5,16.0,81.5,16,7,2016
2016-07-17,42.5,42.0,31.0,35.0,81.5,17,7,2016
2016-07-18,42.5,42.0,42.0,22.0,104.0,18,7,2016
2016-07-19,42.5,27.0,44.0,16.0,104.0,19,7,2016
2016-07-20,26.0,29.0,49.0,16.0,81.5,20,7,2016
2016-07-21,27.0,30.0,50.0,19.0,81.5,21,7,2016
2016-07-22,29.0,36.0,38.0,18.0,81.5,22,7,2016
2016-07-23,35.0,51.0,47.0,17.0,81.5,23,7,2016
2016-07-24,47.0,42.0,52.0,14.0,81.5,24,7,2016
2016-07-25,40.0,38.0,54.0,15.0,81.5,25,7,2016
2016-07-26,37.0,38.0,46.0,17.0,81.5,26,7,2016
2016-07-27,36.0,37.0,44.0,18.0,81.5,27,7,2016
2016-07-28,40.0,42.0,41.0,19.0,59.0,28,7,2016
2016-07-29,45.0,17.0,48.0,19.0,59.0,29,7,2016
2016-07-30,20.0,18.0,40.0,16.0,81.5,30,7,2016
2016-07-31,20.0,14.0,67.0,16.0,81.5,31,7,2016
2016-08-01,17.0,15.0,72.0,16.0,77.0,1,8,2016
2016-08-02,18.0,14.0,56.0,19.0,77.0,2,8,2016
2016-08-03,17.0,15.0,46.0,17.0,77.0,3,8,2016
2016-08-04,17.0,15.0,44.0,17.0,104.0,4,8,2016
2016-08-05,18.0,13.0,56.0,17.0,104.0,5,8,2016
2016-08-06,17.0,14.0,48.0,16.0,77.0,6,8,2016
2016-08-07,21.0,17.0,48.0,20.0,77.0,7,8,2016
2016-08-08,21.0,24.0,54.0,21.0,77.0,8,8,2016
2016-08-09,26.0,26.0,56.0,19.0,77.0,9,8,2016
2016-08-10,27.0,20.0,48.0,19.0,59.0,10,8,2016
2016-08-11,23.0,19.0,67.0,16.0,72.0,11,8,2016
2016-08-12,21.0,24.0,79.0,15.0,83.0,12,8,2016
2016-08-13,25.0,27.0,84.0,14.0,59.0,13,8,2016
2016-08-14,28.0,28.0,78.0,12.0,77.0,14,8,2016
2016-08-15,29.0,22.0,95.0,12.0,77.0,15,8,2016
2016-08-16,24.0,21.0,96.0,14.0,77.0,16,8,2016
2016-08-17,23.0,18.0,80.0,15.0,104.0,17,8,2016
2016-08-18,21.0,21.0,78.0,14.0,77.0,18,8,2016
2016-08-19,25.0,29.0,75.0,14.0,59.0,19,8,2016
2016-08-20,33.0,31.0,76.0,16.0,77.0,20,8,2016
2016-08-21,36.0,29.0,42.0,14.0,77.0,21,8,2016
2016-08-22,33.0,24.0,42.0,17.0,77.0,22,8,2016
2016-08-23,27.0,21.0,42.0,19.0,77.0,23,8,2016
2016-08-24,21.0,28.0,41.0,16.0,77.0,24,8,2016
2016-08-25,21.0,33.0,43.0,16.0,77.0,25,8,2016
2016-08-26,23.0,23.0,44.0,16.0,77.0,26,8,2016
2016-08-27,15.0,17.0,45.0,14.0,77.0,27,8,2016
2016-08-28,12.0,19.0,46.0,14.0,77.0,28,8,2016
2016-08-29,15.0,23.0,36.0,16.0,77.0,29,8,2016
2016-08-30,16.0,26.0,41.0,16.0,77.0,30,8,2016
2016-08-31,17.0,28.0,44.0,16.0,77.0,31,8,2016
2016-09-01,17.0,26.0,49.0,23.0,60.5,1,9,2016
2016-09-02,17.0,25.0,50.0,23.0,60.5,2,9,2016
2016-09-03,17.0,35.0,64.0,23.0,60.5,3,9,2016
2016-09-04,20.0,39.0,64.0,12.0,60.5,4,9,2016
2016-09-05,22.0,38.0,64.0,12.0,60.5,5,9,2016
2016-09-06,24.0,40.0,64.0,15.0,60.5,6,9,2016
2016-09-07,27.0,36.0,64.0,18.0,60.5,7,9,2016
2016-09-08,27.0,34.0,65.0,21.0,60.5,8,9,2016
2016-09-09,20.0,36.0,74.0,20.0,60.5,9,9,2016
2016-09-10,22.0,35.0,76.0,17.0,60.5,10,9,2016
2016-09-11,20.0,35.0,73.0,16.0,60.5,11,9,2016
2016-09-12,18.0,36.0,74.0,38.0,60.5,12,9,2016
2016-09-13,21.0,33.0,64.0,60.0,60.5,13,9,2016
2016-09-14,19.0,31.0,50.0,45.0,60.5,14,9,2016
2016-09-15,16.0,22.0,34.0,24.0,60.5,15,9,2016
2016-09-16,9.0,24.0,29.0,26.0,60.5,16,9,2016
2016-09-17,14.0,17.0,54.0,26.0,60.5,17,9,2016
2016-09-18,13.0,14.0,60.0,21.0,60.5,18,9,2016
2016-09-19,12.0,21.0,60.0,22.0,60.5,19,9,2016
2016-09-20,15.0,18.0,49.0,24.0,60.5,20,9,2016
2016-09-21,14.0,20.0,50.0,26.0,60.5,21,9,2016
2016-09-22,16.0,35.0,50.0,23.0,60.5,22,9,2016
2016-09-23,20.0,43.0,59.0,23.0,60.5,23,9,2016
2016-09-24,20.0,46.0,73.0,22.0,60.5,24,9,2016
2016-09-25,21.0,52.0,66.0,22.0,60.5,25,9,2016
2016-09-26,28.0,44.0,55.0,24.0,60.5,26,9,2016
2016-09-27,29.0,39.0,65.0,24.0,60.5,27,9,2016
2016-09-28,27.0,44.0,70.0,23.0,60.5,28,9,2016
2016-09-29,26.0,37.0,73.0,23.0,60.5,29,9,2016
2016-09-30,27.0,35.0,58.0,27.0,60.5,30,9,2016
2016-10-01,24.0,27.0,54.0,27.0,36.0,1,10,2016
2016-10-02,20.0,19.0,34.0,28.0,36.0,2,10,2016
2016-10-03,16.0,19.0,45.0,29.0,36.0,3,10,2016
2016-10-04,13.0,24.0,52.0,26.0,36.0,4,10,2016
2016-10-05,14.0,26.0,53.0,27.0,36.0,5,10,2016
2016-10-06,18.0,31.0,54.0,27.0,36.0,6,10,2016
2016-10-07,20.0,33.0,46.0,26.0,36.0,7,10,2016
2016-10-08,20.0,34.0,44.0,28.5,36.0,8,10,2016
2016-10-09,22.0,35.0,46.0,24.0,36.0,9,10,2016
2016-10-10,22.0,52.0,58.0,26.0,36.0,10,10,2016
2016-10-11,32.0,61.0,61.0,23.0,36.0,11,10,2016
2016-10-12,36.0,68.0,47.0,26.0,36.0,12,10,2016
2016-10-13,40.0,73.0,46.0,28.0,36.0,13,10,2016
2016-10-14,42.0,78.0,51.0,30.0,36.0,14,10,2016
2016-10-15,41.0,84.0,54.0,33.0,36.0,15,10,2016
2016-10-16,40.0,74.0,10.0,28.0,36.0,16,10,2016
2016-10-17,39.0,90.0,67.0,32.0,37.0,17,10,2016
2016-10-18,47.0,99.0,71.0,35.0,43.0,18,10,2016
2016-10-19,52.0,88.0,53.0,34.0,43.0,19,10,2016
2016-10-20,49.0,83.0,60.0,33.0,39.0,20,10,2016
2016-10-21,46.0,93.0,69.0,36.0,36.0,21,10,2016
2016-10-22,54.0,97.0,71.0,33.0,29.0,22,10,2016
2016-10-23,58.0,98.0,30.0,25.0,35.0,23,10,2016
2016-10-24,57.0,87.0,30.0,28.0,38.0,24,10,2016
2016-10-25,53.0,85.0,56.0,30.0,39.0,25,10,2016
2016-10-26,50.0,88.0,86.0,33.0,33.0,26,10,2016
2016-10-27,52.0,93.0,90.0,35.0,30.0,27,10,2016
2016-10-28,53.0,112.0,93.0,39.0,38.0,28,10,2016
2016-10-29,64.0,115.0,96.0,38.0,28.0,29,10,2016
2016-10-30,69.0,115.0,87.0,38.0,26.0,30,10,2016
2016-10-31,72.0,98.0,18.0,26.0,24.0,31,10,2016
2016-11-01,55.0,92.0,27.0,28.0,30.0,1,11,2016
2016-11-02,53.0,101.0,32.0,33.0,26.0,2,11,2016
2016-11-03,59.0,99.0,31.0,38.0,30.0,3,11,2016
2016-11-04,54.0,96.0,32.0,40.0,23.0,4,11,2016
2016-11-05,53.0,99.0,33.0,42.0,25.0,5,11,2016
2016-11-06,53.0,104.0,83.0,45.0,33.0,6,11,2016
2016-11-07,60.0,117.0,110.0,46.0,36.0,7,11,2016
2016-11-08,70.0,120.0,113.0,48.0,39.0,8,11,2016
2016-11-09,70.0,111.0,95.0,49.0,49.0,9,11,2016
2016-11-10,67.0,115.0,113.0,49.0,42.0,10,11,2016
2016-11-11,75.0,130.0,98.0,50.0,47.0,11,11,2016
2016-11-12,84.0,132.0,98.0,52.0,49.0,12,11,2016
2016-11-13,81.0,129.0,137.0,44.0,29.0,13,11,2016
2016-11-14,76.0,126.0,137.0,38.0,19.0,14,11,2016
2016-11-15,99.0,136.0,128.0,49.0,30.0,15,11,2016
2016-11-16,97.0,134.0,114.0,47.0,28.0,16,11,2016
2016-11-17,86.0,126.0,114.0,45.0,33.0,17,11,2016
2016-11-18,77.0,132.0,92.0,53.0,31.0,18,11,2016
2016-11-19,79.0,141.0,115.0,55.0,27.0,19,11,2016
2016-11-20,88.0,143.0,118.0,55.0,23.0,20,11,2016
2016-11-21,95.0,139.0,110.0,55.0,23.0,21,11,2016
2016-11-22,92.0,136.0,114.0,55.0,30.0,22,11,2016
2016-11-23,88.0,151.0,120.0,58.0,36.0,23,11,2016
2016-11-24,93.0,164.0,124.0,60.0,24.0,24,11,2016
2016-11-25,106.0,174.0,106.0,66.0,31.0,25,11,2016
2016-11-26,130.0,181.0,77.0,72.0,46.0,26,11,2016
2016-11-27,140.0,189.0,92.0,68.0,56.0,27,11,2016
2016-11-28,162.0,157.0,100.0,58.0,19.0,28,11,2016
2016-11-29,117.0,133.0,102.0,57.0,20.0,29,11,2016
2016-11-30,86.0,142.0,100.0,60.0,33.0,30,11,2016
2016-12-01,100.0,148.0,84.0,61.0,36.0,1,12,2016
2016-12-02,105.0,139.0,79.0,58.0,30.0,2,12,2016
2016-12-03,92.0,118.0,80.0,49.0,31.0,3,12,2016
2016-12-04,71.0,110.0,77.0,45.0,37.0,4,12,2016
2016-12-05,65.0,119.0,89.0,47.0,38.0,5,12,2016
2016-12-06,75.0,125.0,102.0,51.0,33.0,6,12,2016
2016-12-07,78.0,130.0,104.0,51.0,38.0,7,12,2016
2016-12-08,82.0,127.0,86.0,53.0,39.0,8,12,2016
2016-12-09,80.0,123.0,70.0,53.0,38.0,9,12,2016
2016-12-10,78.0,116.0,72.0,52.0,16.0,10,12,2016
2016-12-11,76.0,125.0,82.0,51.5,37.0,11,12,2016
2016-12-12,80.0,125.0,69.0,52.0,24.0,12,12,2016
2016-12-13,80.0,115.0,56.0,53.0,32.0,13,12,2016
2016-12-14,68.0,105.0,57.0,46.0,25.0,14,12,2016
2016-12-15,58.0,105.0,52.0,42.0,30.0,15,12,2016
2016-12-16,58.0,113.0,84.0,46.0,30.0,16,12,2016
2016-12-17,71.0,107.0,85.0,46.0,26.0,17,12,2016
2016-12-18,71.0,91.0,80.0,40.0,32.0,18,12,2016
2016-12-19,56.0,107.0,78.0,47.0,23.0,19,12,2016
2016-12-20,67.0,137.0,79.0,57.0,16.0,20,12,2016
2016-12-21,96.0,138.0,78.0,59.0,51.0,21,12,2016
2016-12-22,98.0,129.0,82.0,60.0,91.0,22,12,2016
2016-12-23,85.0,124.0,82.0,49.0,103.0,23,12,2016
2016-12-24,78.0,125.0,82.0,42.0,37.0,24,12,2016
2016-12-25,80.0,128.0,98.0,51.0,102.0,25,12,2016
2016-12-26,85.0,144.0,101.0,54.0,96.0,26,12,2016
2016-12-27,95.0,138.0,89.0,52.0,106.0,27,12,2016
2016-12-28,90.0,138.0,99.0,51.0,96.0,28,12,2016
2016-12-29,90.0,157.0,101.0,53.0,98.0,29,12,2016
2016-12-30,108.0,157.0,84.0,56.0,81.0,30,12,2016
2016-12-31,106.0,140.0,62.0,58.0,58.0,31,12,2016
2017-01-01,93.0,130.0,76.0,57.0,47.0,1,1,2017
2017-01-02,110.0,129.0,80.0,46.0,40.0,2,1,2017
2017-01-03,108.0,119.0,79.0,38.0,44.0,3,1,2017
2017-01-04,77.0,126.0,83.0,39.0,43.0,4,1,2017
2017-01-05,80.0,132.0,90.0,47.0,44.0,5,1,2017
2017-01-06,91.0,125.0,93.0,42.0,45.0,6,1,2017
2017-01-07,83.0,104.0,69.0,34.0,42.0,7,1,2017
2017-01-08,64.0,87.0,73.0,30.0,40.0,8,1,2017
2017-01-09,56.0,89.0,53.0,26.0,45.0,9,1,2017
2017-01-10,54.0,103.0,77.0,30.0,41.0,10,1,2017
2017-01-11,64.0,112.0,79.0,36.0,40.0,11,1,2017
2017-01-12,74.0,131.0,64.0,42.0,50.0,12,1,2017
2017-01-13,92.0,133.0,64.0,45.0,47.0,13,1,2017
2017-01-14,94.0,132.0,54.0,33.0,48.0,14,1,2017
2017-01-15,94.0,109.0,73.0,28.0,44.0,15,1,2017
2017-01-16,73.0,110.0,74.0,34.0,45.0,16,1,2017
2017-01-17,70.0,108.0,75.0,37.0,42.0,17,1,2017
2017-01-18,68.0,108.0,81.0,40.0,37.0,18,1,2017
2017-01-19,68.0,116.0,76.0,40.0,41.0,19,1,2017
2017-01-20,75.0,125.0,69.0,44.0,41.0,20,1,2017
2017-01-21,81.0,118.0,72.0,40.0,37.0,21,1,2017
2017-01-22,75.0,114.0,60.0,39.0,43.0,22,1,2017
2017-01-23,71.0,120.0,65.0,38.0,42.0,23,1,2017
2017-01-24,77.0,132.0,65.0,45.0,43.0,24,1,2017
2017-01-25,88.0,127.0,37.0,44.0,45.0,25,1,2017
2017-01-26,82.0,100.0,42.0,30.0,40.0,26,1,2017
2017-01-27,61.0,95.0,42.0,31.0,42.0,27,1,2017
2017-01-28,57.0,110.0,29.0,37.0,33.0,28,1,2017
2017-01-29,69.0,118.0,53.0,42.0,26.0,29,1,2017
2017-01-30,76.0,116.0,75.0,44.0,24.0,30,1,2017
2017-01-31,77.0,111.0,76.0,43.0,22.0,31,1,2017
2017-02-01,69.0,121.0,74.0,48.0,34.0,1,2,2017
2017-02-02,77.0,129.0,62.0,51.0,39.0,2,2,2017
2017-02-03,87.0,119.0,62.0,42.0,36.0,3,2,2017
2017-02-04,72.0,114.0,48.0,37.0,36.0,4,2,2017
2017-02-05,63.0,111.5,72.0,40.0,36.0,5,2,2017
2017-02-06,63.0,104.0,74.0,32.0,37.0,6,2,2017
2017-02-07,62.0,112.0,74.0,37.0,37.0,7,2,2017
2017-02-08,69.0,112.0,46.0,35.0,39.0,8,2,2017
2017-02-09,66.0,103.0,46.0,31.0,36.0,9,2,2017
2017-02-10,59.0,102.0,34.0,35.0,35.0,10,2,2017
2017-02-11,59.0,106.0,26.0,38.0,36.0,11,2,2017
2017-02-12,61.0,107.0,83.0,40.0,27.0,12,2,2017
2017-02-13,60.0,111.0,86.0,41.0,24.0,13,2,2017
2017-02-14,63.0,123.0,76.0,38.0,30.0,14,2,2017
2017-02-15,71.0,125.0,46.0,39.0,34.0,15,2,2017
2017-02-16,74.0,124.0,103.0,41.0,36.0,16,2,2017
2017-02-17,73.0,130.0,108.0,41.0,42.0,17,2,2017
2017-02-18,74.0,115.0,26.0,44.0,35.0,18,2,2017
2017-02-19,62.0,109.0,71.0,44.0,30.0,19,2,2017
2017-02-20,59.0,107.0,73.0,74.0,25.0,20,2,2017
2017-02-21,60.0,111.5,72.0,95.0,36.0,21,2,2017
2017-02-22,63.0,98.0,55.0,34.0,84.0,22,2,2017
2017-02-23,57.0,101.0,76.0,33.0,80.0,23,2,2017
2017-02-24,57.0,106.0,77.0,33.0,80.0,24,2,2017
2017-02-25,59.0,105.0,82.0,37.0,80.0,25,2,2017
2017-02-26,60.0,110.0,84.0,41.0,82.0,26,2,2017
2017-02-27,65.0,127.0,69.0,47.0,86.0,27,2,2017
2017-02-28,75.0,128.0,71.0,50.0,82.0,28,2,2017
2017-03-01,78.0,131.0,71.0,28.0,83.0,1,3,2017
2017-03-02,83.0,107.0,82.0,26.0,31.0,2,3,2017
2017-03-03,67.0,109.0,82.0,36.0,29.0,3,3,2017
2017-03-04,67.0,111.0,64.0,32.0,29.0,4,3,2017
2017-03-05,58.0,109.0,88.0,30.0,27.0,5,3,2017
2017-03-06,59.0,101.0,90.0,32.0,25.0,6,3,2017
2017-03-07,56.0,95.0,78.0,30.0,24.0,7,3,2017
2017-03-08,52.0,83.0,61.0,27.0,23.0,8,3,2017
2017-03-09,49.0,76.0,67.0,27.0,22.0,9,3,2017
2017-03-10,42.0,74.0,70.0,22.0,29.0,10,3,2017
2017-03-11,41.0,78.0,82.0,23.0,31.0,11,3,2017
2017-03-12,45.0,104.0,96.0,29.0,35.0,12,3,2017
2017-03-13,64.0,109.0,99.0,32.0,34.0,13,3,2017
2017-03-14,68.0,104.0,92.0,36.0,33.0,14,3,2017
2017-03-15,63.0,105.0,80.0,38.0,31.0,15,3,2017
2017-03-16,61.0,86.0,74.0,31.0,32.0,16,3,2017
2017-03-17,48.0,86.0,88.0,29.0,35.0,17,3,2017
2017-03-18,50.0,93.0,70.0,26.0,33.0,18,3,2017
2017-03-19,52.0,90.0,74.0,27.0,31.0,19,3,2017
2017-03-20,51.0,93.0,68.0,35.0,34.0,20,3,2017
2017-03-21,51.0,96.0,66.0,36.0,36.0,21,3,2017
2017-03-22,50.0,105.0,82.0,35.0,36.0,22,3,2017
2017-03-23,60.0,116.0,92.0,38.0,38.0,23,3,2017
2017-03-24,71.0,107.0,95.0,34.0,34.0,24,3,2017
2017-03-25,66.0,96.0,73.0,21.0,31.0,25,3,2017
2017-03-26,60.0,98.5,79.0,13.0,31.0,26,3,2017
2017-03-27,59.0,98.5,79.0,30.0,31.0,27,3,2017
2017-03-28,59.0,98.5,79.0,30.0,31.0,28,3,2017
2017-03-29,59.0,98.5,79.0,30.0,31.0,29,3,2017
2017-03-30,59.0,96.0,73.0,13.0,31.0,30,3,2017
2017-03-31,60.0,98.5,79.0,30.0,31.0,31,3,2017
2017-04-01,43.0,81.0,48.5,18.5,44.0,1,4,2017
2017-04-02,43.0,81.0,48.5,18.5,44.0,2,4,2017
2017-04-03,43.0,81.0,48.5,18.5,44.0,3,4,2017
2017-04-04,43.0,81.0,48.5,18.5,44.0,4,4,2017
2017-04-05,43.0,81.0,48.5,18.5,44.0,5,4,2017
2017-04-06,43.0,81.0,48.5,18.5,44.0,6,4,2017
2017-04-07,43.0,81.0,48.5,18.5,44.0,7,4,2017
2017-04-08,43.0,81.0,48.5,18.5,44.0,8,4,2017
2017-04-09,43.0,81.0,48.5,18.5,44.0,9,4,2017
2017-04-10,43.0,81.0,48.5,18.5,44.0,10,4,2017
2017-04-11,43.0,81.0,48.5,18.5,44.0,11,4,2017
2017-04-12,43.0,81.0,48.5,18.5,44.0,12,4,2017
2017-04-13,43.0,81.0,48.5,18.5,44.0,13,4,2017
2017-04-14,43.0,81.0,48.5,18.5,44.0,14,4,2017
2017-04-15,43.0,81.0,48.5,18.5,44.0,15,4,2017
2017-04-16,43.0,81.0,48.5,18.5,44.0,16,4,2017
2017-04-17,43.0,101.0,52.0,6.0,35.0,17,4,2017
2017-04-18,50.0,86.0,52.0,43.0,35.0,18,4,2017
2017-04-19,43.0,74.0,39.0,32.0,44.0,19,4,2017
2017-04-20,38.0,67.0,29.0,21.0,29.0,20,4,2017
2017-04-21,34.0,59.0,36.0,15.0,30.0,21,4,2017
2017-04-22,31.0,68.0,38.0,18.0,31.0,22,4,2017
2017-04-23,33.0,71.0,49.0,16.0,36.0,23,4,2017
2017-04-24,38.0,67.0,56.0,15.0,44.0,24,4,2017
2017-04-25,40.0,81.0,44.0,18.0,45.0,25,4,2017
2017-04-26,47.0,93.0,46.0,21.0,44.0,26,4,2017
2017-04-27,49.0,90.0,51.0,19.0,45.0,27,4,2017
2017-04-28,45.0,81.0,58.0,20.0,54.0,28,4,2017
2017-04-29,43.0,92.0,51.0,15.0,82.0,29,4,2017
2017-04-30,45.0,96.0,48.0,19.0,83.0,30,4,2017
2017-05-01,49.0,99.0,56.0,24.0,83.0,1,5,2017
2017-05-02,52.0,96.0,66.0,21.0,81.0,2,5,2017
2017-05-03,49.0,90.0,44.0,19.0,83.0,3,5,2017
2017-05-04,47.0,88.0,35.0,17.0,87.0,4,5,2017
2017-05-05,44.0,86.0,37.0,19.0,87.0,5,5,2017
2017-05-06,45.0,81.0,38.0,19.0,86.0,6,5,2017
2017-05-07,41.0,79.0,28.0,18.0,90.0,7,5,2017
2017-05-08,37.0,80.0,43.0,30.0,56.0,8,5,2017
2017-05-09,34.0,71.0,45.0,32.0,25.0,9,5,2017
2017-05-10,34.0,67.0,26.0,22.0,25.0,10,5,2017
2017-05-11,33.0,69.0,42.0,23.0,25.0,11,5,2017
2017-05-12,33.0,77.0,50.0,22.0,25.0,12,5,2017
2017-05-13,34.0,78.0,21.0,25.0,27.0,13,5,2017
2017-05-14,35.0,61.0,31.0,28.0,25.0,14,5,2017
2017-05-15,29.0,56.0,39.0,23.0,25.0,15,5,2017
2017-05-16,24.0,65.0,43.0,18.0,25.0,16,5,2017
2017-05-17,25.0,65.0,47.0,18.0,26.0,17,5,2017
2017-05-18,29.0,67.0,34.0,18.0,26.0,18,5,2017
2017-05-19,38.0,61.0,37.0,16.0,42.0,19,5,2017
2017-05-20,34.0,50.0,38.0,14.0,54.0,20,5,2017
2017-05-21,39.0,54.0,32.0,16.0,45.0,21,5,2017
2017-05-22,54.0,63.0,18.0,14.0,28.0,22,5,2017
2017-05-23,64.0,69.0,37.0,13.0,28.0,23,5,2017
2017-05-24,70.0,72.0,37.0,16.0,31.0,24,5,2017
2017-05-25,74.0,70.0,36.0,16.0,33.0,25,5,2017
2017-05-26,71.0,60.0,46.0,15.0,33.0,26,5,2017
2017-05-27,62.0,50.0,48.0,10.0,33.0,27,5,2017
2017-05-28,52.0,47.0,32.0,9.0,34.0,28,5,2017
2017-05-29,50.0,52.0,34.0,10.0,26.0,29,5,2017
2017-05-30,54.0,45.0,45.0,11.0,23.0,30,5,2017
2017-05-31,48.0,45.0,50.0,11.0,24.0,31,5,2017
2017-06-01,48.0,41.0,52.0,11.0,24.0,1,6,2017
2017-06-02,45.0,45.0,49.0,13.0,25.0,2,6,2017
2017-06-03,48.0,36.0,48.0,17.0,27.0,3,6,2017
2017-06-04,40.0,42.0,35.0,15.0,29.0,4,6,2017
2017-06-05,45.0,54.0,36.0,14.0,29.0,5,6,2017
2017-06-06,57.0,56.0,30.0,13.0,29.0,6,6,2017
