date,pm25,pm10,o3,no2,co,dd,mm,yy
2017-06-07,58.0,35.0,37.0,12.0,29.0,7,6,2017
2017-06-08,39.0,31.0,39.0,11.0,29.0,8,6,2017
2017-06-09,35.0,34.0,40.0,11.0,29.0,9,6,2017
2017-06-10,38.0,27.0,43.0,12.0,30.0,10,6,2017
2017-06-11,31.0,25.0,42.0,12.0,31.0,11,6,2017
2017-06-12,30.0,25.0,17.0,13.0,32.0,12,6,2017
2017-06-13,30.0,36.0,34.0,14.0,29.0,13,6,2017
2017-06-14,39.0,32.0,36.0,16.0,28.0,14,6,2017
2017-06-15,36.0,27.0,32.0,17.0,27.0,15,6,2017
2017-06-16,32.0,26.0,29.0,15.0,28.0,16,6,2017
2017-06-17,31.0,29.0,22.0,15.0,27.0,17,6,2017
2017-06-18,33.0,30.0,24.0,13.0,26.0,18,6,2017
2017-06-19,35.0,31.0,24.0,11.0,26.0,19,6,2017
2017-06-20,35.0,35.0,25.0,11.0,27.0,20,6,2017
2017-06-21,39.0,44.0,24.0,12.0,28.0,21,6,2017
2017-06-22,47.0,41.0,23.0,11.0,30.0,22,6,2017
2017-06-23,44.0,41.0,22.0,12.0,29.0,23,6,2017
2017-06-24,44.0,42.0,21.0,11.0,29.0,24,6,2017
2017-06-25,46.0,21.0,27.0,11.0,34.0,25,6,2017
2017-06-26,25.0,24.0,27.0,13.0,35.0,26,6,2017
2017-06-27,28.0,33.0,24.0,14.0,35.0,27,6,2017
2017-06-28,37.0,35.0,24.0,12.0,34.0,28,6,2017
2017-06-29,38.0,33.0,20.0,13.0,33.0,29,6,2017
2017-06-30,37.0,37.0,18.0,14.0,31.0,30,6,2017
2017-07-01,40.0,36.0,17.0,14.0,34.0,1,7,2017
2017-07-02,40.0,31.0,13.0,12.0,23.0,2,7,2017
2017-07-03,35.0,40.0,13.0,11.0,13.0,3,7,2017
2017-07-04,44.0,40.0,24.0,11.0,13.0,4,7,2017
2017-07-05,43.0,43.0,25.0,11.0,13.0,5,7,2017
2017-07-06,46.0,45.0,22.0,12.0,13.0,6,7,2017
2017-07-07,49.0,51.0,23.0,11.0,24.0,7,7,2017
2017-07-08,54.0,53.0,23.0,10.0,30.0,8,7,2017
2017-07-09,56.0,41.0,11.0,10.0,28.0,9,7,2017
2017-07-10,49.0,32.0,9.0,12.0,28.0,10,7,2017
2017-07-11,46.0,42.0,25.0,13.0,114.0,11,7,2017
2017-07-12,45.0,44.0,25.0,10.0,89.0,12,7,2017
2017-07-13,47.0,37.0,25.0,10.0,35.0,13,7,2017
2017-07-14,41.0,34.0,25.0,11.0,44.0,14,7,2017
2017-07-15,38.0,36.0,24.0,12.0,52.0,15,7,2017
2017-07-16,40.0,21.0,25.0,11.0,54.0,16,7,2017
2017-07-17,25.0,19.0,25.0,11.0,53.0,17,7,2017
2017-07-18,24.0,19.0,25.0,10.0,54.0,18,7,2017
2017-07-19,24.0,8.0,51.0,12.0,59.0,19,7,2017
2017-07-20,14.0,13.0,56.0,11.0,53.0,20,7,2017
2017-07-21,18.0,24.0,56.0,10.0,52.0,21,7,2017
2017-07-22,28.0,33.0,25.0,8.0,52.0,22,7,2017
2017-07-23,40.0,30.0,55.0,8.0,49.0,23,7,2017
2017-07-24,34.0,36.0,56.0,9.0,49.0,24,7,2017
2017-07-25,40.0,33.0,58.0,30.0,58.0,25,7,2017
2017-07-26,37.0,14.0,58.0,28.0,67.0,26,7,2017
2017-07-27,19.0,17.0,58.0,12.0,83.0,27,7,2017
2017-07-28,19.0,17.0,57.0,12.0,90.0,28,7,2017
2017-07-29,18.0,33.0,25.0,11.0,52.0,29,7,2017
2017-07-30,40.0,17.0,58.0,11.0,94.0,30,7,2017
2017-07-31,18.0,18.0,58.0,15.0,91.0,31,7,2017
2017-08-01,19.0,23.0,52.0,15.0,83.0,1,8,2017
2017-08-02,24.0,28.0,52.0,15.0,77.0,2,8,2017
2017-08-03,30.0,30.0,50.0,15.0,76.0,3,8,2017
2017-08-04,32.0,36.0,71.0,9.0,83.0,4,8,2017
2017-08-05,38.0,37.0,78.0,9.0,84.0,5,8,2017
2017-08-06,39.0,37.0,81.0,10.0,85.0,6,8,2017
2017-08-07,39.0,38.0,75.0,12.0,85.0,7,8,2017
2017-08-08,39.0,42.0,77.0,11.0,86.0,8,8,2017
2017-08-09,43.0,39.0,52.0,11.0,86.0,9,8,2017
2017-08-10,40.0,31.0,51.0,12.0,85.0,10,8,2017
2017-08-11,32.0,26.0,52.0,10.0,84.0,11,8,2017
2017-08-12,28.0,31.0,54.0,10.0,84.0,12,8,2017
2017-08-13,33.0,32.0,54.0,9.0,85.0,13,8,2017
2017-08-14,34.0,28.0,45.0,9.0,75.0,14,8,2017
2017-08-15,30.0,34.0,40.0,9.0,69.0,15,8,2017
2017-08-16,36.0,38.0,41.0,12.0,68.0,16,8,2017
2017-08-17,40.0,45.0,41.0,14.0,68.0,17,8,2017
2017-08-18,47.0,44.0,38.0,14.0,66.0,18,8,2017
2017-08-19,45.0,22.0,50.0,12.0,62.0,19,8,2017
2017-08-20,24.0,16.0,50.0,12.0,61.0,20,8,2017
2017-08-21,18.0,18.0,36.0,15.0,67.0,21,8,2017
2017-08-22,21.0,29.0,36.0,14.0,67.0,22,8,2017
2017-08-23,31.0,32.0,45.0,14.0,66.0,23,8,2017
2017-08-24,34.0,30.0,45.0,12.0,65.0,24,8,2017
2017-08-25,32.0,17.0,40.0,12.0,64.0,25,8,2017
2017-08-26,20.0,12.0,40.0,12.0,64.0,26,8,2017
2017-08-27,15.0,12.0,49.0,13.0,64.0,27,8,2017
2017-08-28,15.0,13.0,49.0,15.0,64.0,28,8,2017
2017-08-29,16.0,16.0,39.0,14.0,57.0,29,8,2017
2017-08-30,19.0,34.0,47.0,16.0,56.0,30,8,2017
2017-08-31,36.0,47.0,52.0,16.0,60.0,31,8,2017
2017-09-01,48.0,47.0,38.0,14.0,62.0,1,9,2017
2017-09-02,48.0,49.0,63.0,14.0,18.5,2,9,2017
2017-09-03,49.5,49.0,63.0,15.0,18.5,3,9,2017
2017-09-04,49.5,49.0,63.0,15.0,18.5,4,9,2017
2017-09-05,49.5,49.0,63.0,15.0,18.5,5,9,2017
2017-09-06,49.5,49.0,63.0,15.0,18.5,6,9,2017
2017-09-07,49.5,49.0,63.0,15.0,18.5,7,9,2017
2017-09-08,49.5,49.0,63.0,15.0,18.5,8,9,2017
2017-09-09,49.5,49.0,63.0,15.0,18.5,9,9,2017
2017-09-10,49.5,49.0,63.0,15.0,18.5,10,9,2017
2017-09-11,49.5,49.0,63.0,15.0,18.5,11,9,2017
2017-09-12,49.5,49.0,63.0,15.0,18.5,12,9,2017
2017-09-13,49.5,49.0,63.0,15.0,18.5,13,9,2017
2017-09-14,49.5,49.0,63.0,15.0,18.5,14,9,2017
2017-09-15,49.5,49.0,63.0,15.0,18.5,15,9,2017
2017-09-16,49.5,49.0,63.0,15.0,18.5,16,9,2017
2017-09-17,49.5,49.0,63.0,15.0,18.5,17,9,2017
2017-09-18,49.5,49.0,63.0,15.0,18.5,18,9,2017
2017-09-19,49.5,49.0,63.0,15.0,18.5,19,9,2017
2017-09-20,49.5,49.0,63.0,15.0,18.5,20,9,2017
2017-09-21,49.5,49.0,63.0,15.0,18.5,21,9,2017
2017-09-22,49.5,33.0,53.0,22.0,11.0,22,9,2017
2017-09-23,34.0,36.0,54.0,19.0,4.0,23,9,2017
2017-09-24,37.0,45.0,67.0,12.0,11.0,24,9,2017
2017-09-25,46.0,51.0,69.0,13.0,19.0,25,9,2017
2017-09-26,52.0,55.0,70.0,13.0,18.0,26,9,2017
2017-09-27,55.0,69.0,69.0,15.0,19.0,27,9,2017
2017-09-28,69.0,62.0,56.0,19.0,20.0,28,9,2017
2017-09-29,61.0,51.0,66.0,23.0,17.0,29,9,2017
2017-09-30,51.0,47.0,60.0,26.0,22.0,30,9,2017
2017-10-01,48.0,54.0,63.0,22.0,16.0,1,10,2017
2017-10-02,55.0,63.0,63.0,14.0,15.0,2,10,2017
2017-10-03,63.0,80.0,81.0,19.0,17.0,3,10,2017
2017-10-04,79.0,99.0,83.0,12.0,20.0,4,10,2017
2017-10-05,98.0,99.0,51.0,2.0,22.0,5,10,2017
2017-10-06,97.0,69.0,46.0,2.0,14.0,6,10,2017
2017-10-07,69.0,35.0,46.0,3.0,11.0,7,10,2017
2017-10-08,37.0,21.0,52.0,2.0,12.0,8,10,2017
2017-10-09,24.0,31.0,53.0,3.0,12.0,9,10,2017
2017-10-10,33.0,28.0,44.0,2.0,7.0,10,10,2017
2017-10-11,31.0,24.0,55.0,2.0,6.0,11,10,2017
2017-10-12,27.0,27.0,57.0,21.5,8.0,12,10,2017
2017-10-13,29.0,32.0,47.0,21.5,8.0,13,10,2017
2017-10-14,34.0,37.0,51.0,21.5,11.0,14,10,2017
2017-10-15,39.0,37.0,52.0,1.0,9.0,15,10,2017
2017-10-16,39.0,71.0,79.0,4.0,71.0,16,10,2017
2017-10-17,71.0,90.0,79.0,7.0,78.0,17,10,2017
2017-10-18,92.0,114.0,78.0,21.0,53.0,18,10,2017
2017-10-19,124.0,138.0,81.0,25.0,35.0,19,10,2017
2017-10-20,172.0,126.0,62.0,26.0,40.0,20,10,2017
2017-10-21,144.0,107.0,61.0,29.0,48.0,21,10,2017
2017-10-22,100.0,103.0,59.0,28.0,54.0,22,10,2017
2017-10-23,93.0,117.0,58.0,31.0,45.0,23,10,2017
2017-10-24,120.0,112.0,72.0,38.0,47.0,24,10,2017
2017-10-25,115.0,114.0,54.0,43.0,54.0,25,10,2017
2017-10-26,158.0,113.0,66.0,44.0,46.0,26,10,2017
2017-10-27,162.0,101.0,75.0,44.0,38.0,27,10,2017
2017-10-28,146.0,100.0,81.0,44.0,36.0,28,10,2017
2017-10-29,171.0,109.0,82.0,45.0,40.0,29,10,2017
2017-10-30,197.0,113.0,115.0,35.0,45.0,30,10,2017
2017-10-31,214.0,115.0,120.0,25.0,46.0,31,10,2017
2017-11-01,220.0,123.0,113.0,25.0,40.0,1,11,2017
2017-11-02,253.0,122.0,105.0,24.0,26.0,2,11,2017
2017-11-03,252.0,124.5,112.0,24.5,31.0,3,11,2017
2017-11-04,38.5,124.5,112.0,24.5,31.0,4,11,2017
2017-11-05,38.5,105.0,85.0,21.0,31.0,5,11,2017
2017-11-06,180.0,109.0,108.0,22.0,31.0,6,11,2017
2017-11-07,196.0,122.0,112.0,24.0,31.0,7,11,2017
2017-11-08,123.0,119.0,104.0,24.0,31.0,8,11,2017
2017-11-09,44.0,111.0,114.0,24.0,21.0,9,11,2017
2017-11-10,37.0,134.0,121.0,25.0,36.0,10,11,2017
2017-11-11,41.0,141.0,125.0,25.0,23.0,11,11,2017
2017-11-12,43.0,126.0,106.0,23.0,12.0,12,11,2017
2017-11-13,36.0,122.0,148.0,26.0,24.0,13,11,2017
2017-11-14,39.0,129.0,151.0,28.0,36.0,14,11,2017
2017-11-15,38.0,135.0,97.0,27.0,60.0,15,11,2017
2017-11-16,33.0,135.0,49.0,28.0,70.0,16,11,2017
2017-11-17,33.0,143.0,112.0,27.0,31.0,17,11,2017
2017-11-18,43.0,134.0,112.0,26.0,31.0,18,11,2017
2017-11-19,37.0,123.0,104.0,26.0,31.0,19,11,2017
2017-11-20,33.0,88.0,60.0,22.0,31.0,20,11,2017
2017-11-21,43.0,80.0,60.0,23.0,31.0,21,11,2017
2017-11-22,29.0,70.0,49.0,22.0,31.0,22,11,2017
2017-11-23,20.0,70.0,115.0,21.0,75.0,23,11,2017
2017-11-24,24.0,91.0,119.0,22.0,75.0,24,11,2017
2017-11-25,30.0,140.0,143.0,25.0,31.0,25,11,2017
2017-11-26,34.0,155.0,148.0,24.0,22.0,26,11,2017
2017-11-27,29.0,137.0,114.0,23.0,22.0,27,11,2017
2017-11-28,26.0,135.0,118.0,26.0,31.0,28,11,2017
2017-11-29,40.0,137.0,130.0,26.0,31.0,29,11,2017
2017-11-30,140.0,150.0,58.0,25.0,31.0,30,11,2017
2017-12-01,239.0,146.0,98.0,24.0,72.0,1,12,2017
2017-12-02,226.0,134.0,102.0,25.0,72.0,2,12,2017
2017-12-03,193.0,126.0,101.0,25.0,72.0,3,12,2017
2017-12-04,171.0,106.0,90.0,23.0,72.0,4,12,2017
2017-12-05,126.0,54.0,49.0,19.0,72.0,5,12,2017
2017-12-06,56.0,37.0,49.0,21.0,40.0,6,12,2017
2017-12-07,40.0,60.0,66.0,25.0,60.0,7,12,2017
2017-12-08,62.0,102.0,86.0,27.0,78.0,8,12,2017
2017-12-09,121.0,127.0,96.0,29.0,75.0,9,12,2017
2017-12-10,173.0,132.0,127.0,31.0,80.0,10,12,2017
2017-12-11,190.0,100.0,130.0,26.0,51.0,11,12,2017
2017-12-12,123.0,71.0,83.0,23.0,48.0,12,12,2017
2017-12-13,72.0,77.0,83.0,24.0,59.0,13,12,2017
2017-12-14,78.0,92.0,96.0,27.0,64.0,14,12,2017
2017-12-15,94.0,118.0,107.0,28.0,60.0,15,12,2017
2017-12-16,148.0,128.0,84.0,24.0,62.0,16,12,2017
2017-12-17,175.0,131.0,96.0,26.0,55.0,17,12,2017
2017-12-18,187.0,138.0,96.0,29.0,66.0,18,12,2017
2017-12-19,204.0,141.0,83.0,29.0,71.0,19,12,2017
2017-12-20,211.0,135.0,165.0,31.0,60.0,20,12,2017
2017-12-21,196.0,171.0,168.0,31.0,72.0,21,12,2017
2017-12-22,268.0,166.0,104.0,33.0,75.0,22,12,2017
2017-12-23,256.0,136.0,162.0,34.0,78.0,23,12,2017
2017-12-24,198.0,128.0,171.0,33.0,73.0,24,12,2017
2017-12-25,176.0,127.0,93.0,32.0,78.0,25,12,2017
2017-12-26,175.0,135.0,93.0,32.0,81.0,26,12,2017
2017-12-27,196.0,170.0,114.0,35.0,74.0,27,12,2017
2017-12-28,270.0,175.0,114.0,35.0,81.0,28,12,2017
2017-12-29,293.0,165.0,41.0,38.0,98.0,29,12,2017
2017-12-30,279.0,129.5,96.0,28.5,72.0,30,12,2017
2017-12-31,181.5,165.0,41.0,43.0,98.0,31,12,2017
2018-01-01,279.0,125.0,172.0,31.0,79.0,1,1,2018
2018-01-02,168.0,124.0,181.0,29.0,73.0,2,1,2018
2018-01-03,166.0,133.0,163.0,30.0,79.0,3,1,2018
2018-01-04,192.0,133.0,171.0,30.0,84.0,4,1,2018
2018-01-05,192.0,113.0,100.0,29.0,75.0,5,1,2018
2018-01-06,132.0,100.0,148.0,27.0,70.0,6,1,2018
2018-01-07,103.0,96.0,162.0,27.0,68.0,7,1,2018
2018-01-08,95.0,111.0,150.0,32.0,67.0,8,1,2018
2018-01-09,129.0,149.0,151.0,34.0,72.0,9,1,2018
2018-01-10,236.0,154.0,154.0,35.0,82.0,10,1,2018
2018-01-11,249.0,143.0,139.0,36.0,88.0,11,1,2018
2018-01-12,217.0,138.0,139.0,36.0,86.0,12,1,2018
2018-01-13,206.0,127.0,49.0,35.0,104.0,13,1,2018
2018-01-14,174.0,128.0,97.0,36.0,104.0,14,1,2018
2018-01-15,175.0,123.0,108.0,34.0,99.0,15,1,2018
2018-01-16,165.0,102.0,110.0,31.0,84.0,16,1,2018
2018-01-17,113.0,86.0,100.0,29.0,80.0,17,1,2018
2018-01-18,59.0,99.0,108.0,30.0,86.0,18,1,2018
2018-01-19,45.0,110.0,131.0,32.0,86.0,19,1,2018
2018-01-20,44.0,114.0,154.0,35.0,79.0,20,1,2018
2018-01-21,38.0,124.0,171.0,35.0,89.0,21,1,2018
2018-01-22,45.0,126.0,173.0,35.0,88.0,22,1,2018
2018-01-23,112.0,97.0,159.0,29.0,71.0,23,1,2018
2018-01-24,109.0,102.0,92.0,32.0,89.0,24,1,2018
2018-01-25,112.0,117.0,165.0,34.0,90.0,25,1,2018
2018-01-26,146.0,111.0,192.0,32.0,77.0,26,1,2018
2018-01-27,129.0,103.0,197.0,34.0,85.0,27,1,2018
2018-01-28,106.0,102.0,149.0,31.0,95.0,28,1,2018
2018-01-29,105.0,148.0,152.0,35.0,98.0,29,1,2018
2018-01-30,224.0,158.0,131.0,38.0,89.0,30,1,2018
2018-01-31,254.0,144.0,114.0,38.0,92.0,31,1,2018
2018-02-01,221.0,138.0,124.0,40.0,100.0,1,2,2018
2018-02-02,205.0,121.0,175.0,40.0,98.0,2,2,2018
2018-02-03,156.0,125.0,186.0,39.0,94.0,3,2,2018
2018-02-04,165.0,140.0,173.0,33.0,100.0,4,2,2018
2018-02-05,209.0,129.0,159.0,32.0,93.0,5,2,2018
2018-02-06,179.0,122.0,118.0,33.0,94.0,6,2,2018
2018-02-07,160.0,105.0,108.0,30.0,96.0,7,2,2018
2018-02-08,121.0,98.0,98.0,24.0,93.0,8,2,2018
2018-02-09,99.0,103.0,96.0,25.0,92.0,9,2,2018
2018-02-10,107.0,104.0,107.0,27.0,99.0,10,2,2018
2018-02-11,108.0,93.0,107.0,25.0,92.0,11,2,2018
2018-02-12,96.0,76.0,78.0,23.0,94.0,12,2,2018
2018-02-13,77.0,85.0,87.0,24.0,96.0,13,2,2018
2018-02-14,87.0,93.0,98.0,23.0,91.0,14,2,2018
2018-02-15,93.0,109.0,100.0,27.0,101.0,15,2,2018
2018-02-16,132.0,112.0,140.0,29.0,103.0,16,2,2018
2018-02-17,133.0,104.0,143.0,29.0,102.0,17,2,2018
2018-02-18,109.0,84.0,182.0,21.0,93.0,18,2,2018
2018-02-19,84.0,101.0,188.0,27.0,94.0,19,2,2018
2018-02-20,113.0,120.0,130.0,33.0,103.0,20,2,2018
2018-02-21,156.0,125.0,133.0,31.0,102.0,21,2,2018
2018-02-22,170.0,119.0,187.0,31.0,103.0,22,2,2018
2018-02-23,153.0,127.0,174.0,29.0,103.0,23,2,2018
2018-02-24,173.0,144.0,174.0,30.0,101.0,24,2,2018
2018-02-25,235.0,161.0,141.0,30.0,100.0,25,2,2018
2018-02-26,282.0,160.0,130.0,25.0,101.0,26,2,2018
2018-02-27,267.0,115.5,130.0,23.0,99.0,27,2,2018
2018-02-28,153.0,115.5,24.0,40.0,105.0,28,2,2018
2018-03-01,136.0,115.0,24.0,51.0,105.0,1,3,2018
2018-03-02,136.0,115.0,93.0,58.0,53.0,2,3,2018
2018-03-03,136.0,115.0,93.0,34.5,53.0,3,3,2018
2018-03-04,136.0,112.0,125.0,23.0,101.0,4,3,2018
2018-03-05,124.0,120.0,133.0,27.0,77.0,5,3,2018
2018-03-06,142.0,144.0,166.0,35.0,59.0,6,3,2018
2018-03-07,215.0,123.0,181.0,35.0,51.0,7,3,2018
2018-03-08,157.0,105.0,185.0,34.0,46.0,8,3,2018
2018-03-09,106.0,114.0,166.0,37.0,61.0,9,3,2018
2018-03-10,131.0,120.0,153.0,37.0,63.0,10,3,2018
2018-03-11,150.0,127.0,107.0,36.0,57.0,11,3,2018
2018-03-12,169.0,153.0,110.0,40.0,62.0,12,3,2018
2018-03-13,244.0,142.0,126.0,39.0,60.0,13,3,2018
2018-03-14,212.0,116.0,128.0,38.0,56.0,14,3,2018
2018-03-15,136.0,102.0,68.0,37.0,47.0,15,3,2018
2018-03-16,107.0,106.0,88.0,38.0,39.0,16,3,2018
2018-03-17,120.0,133.0,92.0,40.0,52.0,17,3,2018
2018-03-18,186.0,116.0,90.0,40.0,53.0,18,3,2018
2018-03-19,145.0,88.0,95.0,37.0,46.0,19,3,2018
2018-03-20,86.0,71.0,86.0,32.0,35.0,20,3,2018
2018-03-21,70.0,67.0,79.0,31.0,33.0,21,3,2018
2018-03-22,67.0,80.0,88.0,32.0,37.0,22,3,2018
2018-03-23,79.0,105.0,90.0,33.0,53.0,23,3,2018
2018-03-24,118.0,118.0,93.0,31.0,57.0,24,3,2018
2018-03-25,144.0,154.0,108.0,30.0,59.0,25,3,2018
2018-03-26,239.0,155.0,112.0,31.0,66.0,26,3,2018
2018-03-27,246.0,118.0,83.0,30.0,65.0,27,3,2018
2018-03-28,146.0,86.0,83.0,28.0,50.0,28,3,2018
2018-03-29,84.0,75.0,91.0,29.0,47.0,29,3,2018
2018-03-30,74.0,73.0,93.0,28.0,42.0,30,3,2018
2018-03-31,73.0,65.0,85.0,27.0,44.0,31,3,2018
2018-04-01,65.0,72.0,87.0,27.0,48.0,1,4,2018
2018-04-02,71.0,76.0,78.0,27.0,49.0,2,4,2018
2018-04-03,75.0,93.0,78.0,30.0,53.0,3,4,2018
2018-04-04,94.0,101.0,77.0,30.0,57.0,4,4,2018
2018-04-05,102.0,99.0,62.0,30.0,55.0,5,4,2018
2018-04-06,96.0,110.0,36.0,32.0,52.0,6,4,2018
2018-04-07,121.0,122.0,34.0,33.0,59.0,7,4,2018
2018-04-08,153.0,126.0,25.0,33.0,66.0,8,4,2018
2018-04-09,165.0,99.0,98.0,32.0,58.0,9,4,2018
2018-04-10,96.0,103.0,98.0,32.0,62.0,10,4,2018
2018-04-11,104.0,94.0,95.0,30.0,66.0,11,4,2018
2018-04-12,94.0,95.0,95.0,30.0,86.0,12,4,2018
2018-04-13,92.0,101.0,77.0,28.5,86.0,13,4,2018
2018-04-14,98.0,86.0,77.0,28.5,86.0,14,4,2018
2018-04-15,85.0,71.0,74.0,26.0,83.0,15,4,2018
2018-04-16,70.0,81.0,78.0,28.0,87.0,16,4,2018
2018-04-17,80.0,86.0,51.0,30.0,90.0,17,4,2018
2018-04-18,85.0,98.0,57.0,29.0,91.0,18,4,2018
2018-04-19,97.0,102.0,57.0,29.0,91.0,19,4,2018
2018-04-20,99.0,86.0,77.0,28.5,86.0,20,4,2018
2018-04-21,85.0,86.0,77.0,28.5,86.0,21,4,2018
2018-04-22,85.0,72.0,62.0,26.0,86.0,22,4,2018
2018-04-23,71.0,80.0,72.0,27.0,91.0,23,4,2018
2018-04-24,78.0,81.0,72.0,25.0,91.0,24,4,2018
2018-04-25,80.0,80.0,57.0,26.0,92.0,25,4,2018
2018-04-26,78.0,83.0,89.0,26.0,98.0,26,4,2018
2018-04-27,81.0,78.0,95.0,26.0,99.0,27,4,2018
2018-04-28,77.0,66.0,90.0,26.0,99.0,28,4,2018
2018-04-29,65.0,63.0,73.0,23.0,96.0,29,4,2018
2018-04-30,62.0,75.0,78.0,22.0,96.0,30,4,2018
2018-05-01,73.0,80.0,40.0,23.0,96.0,1,5,2018
2018-05-02,79.0,75.0,40.0,22.0,94.0,2,5,2018
2018-05-03,74.0,49.0,59.0,22.0,41.0,3,5,2018
2018-05-04,50.0,49.0,59.0,36.5,41.0,4,5,2018
2018-05-05,50.0,63.0,71.0,24.0,55.0,5,5,2018
2018-05-06,62.0,50.0,72.0,23.0,46.0,6,5,2018
2018-05-07,50.0,41.0,60.0,25.0,38.0,7,5,2018
2018-05-08,42.0,41.0,43.0,27.0,36.0,8,5,2018
2018-05-09,42.0,58.0,64.0,27.0,47.0,9,5,2018
2018-05-10,58.0,56.0,64.0,23.0,45.0,10,5,2018
2018-05-11,56.0,45.0,53.0,23.0,38.0,11,5,2018
2018-05-12,46.0,44.0,56.0,23.0,38.0,12,5,2018
2018-05-13,45.0,44.0,62.0,27.0,40.0,13,5,2018
2018-05-14,45.0,44.0,72.0,40.0,46.0,14,5,2018
2018-05-15,45.0,45.0,40.0,50.0,47.0,15,5,2018
2018-05-16,46.0,55.0,42.0,46.0,10.0,16,5,2018
2018-05-17,55.0,49.0,38.0,36.0,24.0,17,5,2018
