date,pm25,pm10,o3,no2,co,dd,mm,yy
2019-05-03,32.0,55.0,33.0,33.0,57.0,3,5,2019
2019-05-04,33.0,54.0,39.0,33.0,56.0,4,5,2019
2019-05-05,35.0,50.0,47.0,33.0,57.0,5,5,2019
2019-05-06,33.0,52.0,38.0,33.0,55.0,6,5,2019
2019-05-07,36.0,44.0,53.0,33.0,33.0,7,5,2019
2019-05-08,50.0,37.0,62.0,33.0,54.0,8,5,2019
2019-05-09,33.0,32.0,63.0,33.0,54.0,9,5,2019
2019-05-10,31.0,33.0,57.0,35.0,53.0,10,5,2019
2019-05-11,32.0,36.0,70.0,35.0,55.0,11,5,2019
2019-05-12,33.0,42.0,65.0,35.0,55.0,12,5,2019
2019-05-13,30.0,46.0,61.0,35.0,54.0,13,5,2019
2019-05-14,31.0,53.0,67.0,35.0,57.0,14,5,2019
2019-05-15,33.0,54.0,61.0,35.0,59.0,15,5,2019
2019-05-16,41.0,55.0,52.0,34.0,58.0,16,5,2019
2019-05-17,38.0,59.0,48.0,34.0,57.0,17,5,2019
2019-05-18,34.0,56.0,56.0,34.0,52.0,18,5,2019
2019-05-19,32.0,42.0,74.0,33.0,48.0,19,5,2019
2019-05-20,27.0,46.0,73.0,33.0,54.0,20,5,2019
2019-05-21,27.0,48.0,71.0,33.0,51.0,21,5,2019
2019-05-22,31.0,49.0,65.0,33.0,53.0,22,5,2019
2019-05-23,30.0,49.0,63.0,35.0,51.0,23,5,2019
2019-05-24,29.0,56.0,63.0,35.0,52.0,24,5,2019
2019-05-25,30.0,54.0,74.0,35.0,51.0,25,5,2019
2019-05-26,34.0,51.0,70.0,35.0,52.0,26,5,2019
2019-05-27,31.0,64.0,62.0,35.0,54.0,27,5,2019
2019-05-28,34.0,57.0,58.0,35.0,54.0,28,5,2019
2019-05-29,43.0,50.0,64.0,34.0,56.0,29,5,2019
2019-05-30,34.0,48.0,68.0,34.0,52.0,30,5,2019
2019-05-31,32.0,43.0,52.0,34.0,52.0,31,5,2019
2019-06-01,31.0,40.0,58.0,35.0,52.0,1,6,2019
2019-06-02,32.0,40.0,40.0,34.0,52.0,2,6,2019
2019-06-03,33.0,37.0,51.0,34.0,53.0,3,6,2019
2019-06-04,32.0,40.0,48.0,34.0,53.0,4,6,2019
2019-06-05,33.0,44.0,48.0,34.0,55.0,5,6,2019
2019-06-06,34.0,45.0,59.0,34.0,56.0,6,6,2019
2019-06-07,34.0,45.0,78.0,34.0,70.0,7,6,2019
2019-06-08,38.0,38.0,63.0,34.0,68.0,8,6,2019
2019-06-09,35.0,38.0,30.0,34.0,73.0,9,6,2019
2019-06-10,36.0,36.0,53.0,34.0,77.0,10,6,2019
2019-06-11,34.0,33.0,44.0,32.0,69.0,11,6,2019
2019-06-12,31.0,29.0,6.0,34.0,64.0,12,6,2019
2019-06-13,27.0,34.0,7.0,34.0,64.0,13,6,2019
2019-06-14,32.0,39.0,8.0,34.0,64.0,14,6,2019
2019-06-15,37.0,39.0,8.0,34.0,64.0,15,6,2019
2019-06-16,37.0,39.0,8.0,34.0,56.0,16,6,2019
2019-06-17,37.0,29.0,6.0,34.0,47.0,17,6,2019
2019-06-18,26.0,31.0,6.0,34.0,46.0,18,6,2019
2019-06-19,28.0,29.0,17.0,32.0,45.0,19,6,2019
2019-06-20,27.0,29.0,43.0,34.0,46.0,20,6,2019
2019-06-21,27.0,30.0,38.0,34.0,44.0,21,6,2019
2019-06-22,27.0,31.0,37.0,34.0,41.0,22,6,2019
2019-06-23,29.0,34.0,39.0,34.0,47.0,23,6,2019
2019-06-24,32.0,35.0,37.0,34.0,47.0,24,6,2019
2019-06-25,31.0,37.0,39.0,34.0,42.0,25,6,2019
2019-06-26,27.0,36.0,39.0,34.0,43.0,26,6,2019
2019-06-27,25.0,39.0,30.0,34.0,42.0,27,6,2019
2019-06-28,28.0,35.0,30.0,34.0,43.0,28,6,2019
2019-06-29,25.0,33.0,34.0,34.0,40.0,29,6,2019
2019-06-30,23.0,34.0,31.0,34.0,41.0,30,6,2019
2019-07-01,24.0,34.0,31.0,33.0,40.0,1,7,2019
2019-07-02,24.0,42.0,30.0,34.0,37.0,2,7,2019
2019-07-03,30.0,43.0,33.0,34.0,37.0,3,7,2019
2019-07-04,31.0,38.0,33.0,34.0,37.0,4,7,2019
2019-07-05,28.0,32.0,30.0,34.0,39.0,5,7,2019
2019-07-06,22.0,29.0,30.0,34.0,38.0,6,7,2019
2019-07-07,20.0,40.0,29.0,34.0,38.0,7,7,2019
2019-07-08,31.0,41.0,29.0,34.0,38.0,8,7,2019
2019-07-09,29.0,39.0,30.0,34.0,36.0,9,7,2019
2019-07-10,28.0,39.0,30.0,34.0,36.0,10,7,2019
2019-07-11,28.0,45.0,29.0,34.0,36.0,11,7,2019
2019-07-12,28.0,44.0,31.0,33.0,33.0,12,7,2019
2019-07-13,29.0,37.0,31.0,34.0,30.0,13,7,2019
2019-07-14,26.0,41.0,35.0,34.0,31.0,14,7,2019
2019-07-15,29.0,40.0,31.0,34.0,30.0,15,7,2019
2019-07-16,29.0,41.0,30.0,34.0,30.0,16,7,2019
2019-07-17,29.0,41.0,38.0,34.0,30.0,17,7,2019
2019-07-18,30.0,42.0,37.0,34.0,32.0,18,7,2019
2019-07-19,31.0,49.0,45.0,34.0,43.0,19,7,2019
2019-07-20,37.0,52.0,61.0,34.0,47.0,20,7,2019
2019-07-21,38.0,41.0,86.0,34.0,42.0,21,7,2019
2019-07-22,29.0,40.0,34.0,34.0,36.0,22,7,2019
2019-07-23,28.0,42.0,41.0,34.0,32.0,23,7,2019
2019-07-24,30.0,47.0,58.0,34.0,37.0,24,7,2019
2019-07-25,36.0,50.0,58.0,34.0,42.0,25,7,2019
2019-07-26,38.0,36.0,55.0,34.0,40.0,26,7,2019
2019-07-27,25.0,36.0,63.0,34.0,37.0,27,7,2019
2019-07-28,26.0,37.0,57.0,34.0,36.0,28,7,2019
2019-07-29,26.0,36.0,55.0,34.0,36.0,29,7,2019
2019-07-30,25.0,36.0,57.0,34.0,34.0,30,7,2019
2019-07-31,25.0,40.0,55.0,34.0,34.0,31,7,2019
2019-08-01,29.0,39.0,48.0,34.0,37.0,1,8,2019
2019-08-02,28.0,30.0,28.0,34.0,43.0,2,8,2019
2019-08-03,25.0,27.0,31.0,34.0,43.0,3,8,2019
2019-08-04,24.0,27.0,27.0,34.0,44.0,4,8,2019
2019-08-05,24.0,27.0,28.0,34.0,43.0,5,8,2019
2019-08-06,24.0,28.0,27.0,34.0,43.0,6,8,2019
2019-08-07,25.0,31.0,33.0,34.0,41.0,7,8,2019
2019-08-08,31.0,30.0,34.0,34.0,37.0,8,8,2019
2019-08-09,31.0,26.0,32.0,34.0,40.0,9,8,2019
2019-08-10,27.0,39.0,31.0,34.0,42.0,10,8,2019
2019-08-11,41.0,23.0,26.0,34.0,38.0,11,8,2019
2019-08-12,24.0,22.0,31.0,34.0,39.0,12,8,2019
2019-08-13,23.0,33.0,34.0,34.0,45.0,13,8,2019
2019-08-14,34.0,33.0,30.0,34.0,40.0,14,8,2019
2019-08-15,34.0,26.0,30.0,34.0,41.0,15,8,2019
2019-08-16,27.0,28.0,35.0,34.0,39.0,16,8,2019
2019-08-17,29.0,30.0,36.0,34.0,39.0,17,8,2019
2019-08-18,32.0,30.0,38.0,34.0,41.0,18,8,2019
2019-08-19,32.0,38.0,45.0,25.0,44.0,19,8,2019
2019-08-20,39.0,33.0,36.0,31.0,45.0,20,8,2019
2019-08-21,34.0,33.0,32.0,34.0,43.0,21,8,2019
2019-08-22,35.0,33.0,27.0,34.0,42.0,22,8,2019
2019-08-23,35.0,32.0,32.0,34.0,40.0,23,8,2019
2019-08-24,34.0,35.0,38.0,34.0,39.0,24,8,2019
2019-08-25,37.0,39.0,37.0,34.0,39.0,25,8,2019
2019-08-26,41.0,36.0,34.0,34.0,42.0,26,8,2019
2019-08-27,38.0,31.0,35.0,34.0,44.0,27,8,2019
2019-08-28,32.0,32.0,36.0,35.0,40.0,28,8,2019
2019-08-29,34.0,32.0,31.0,47.0,42.0,29,8,2019
2019-08-30,33.0,33.0,29.0,51.0,40.0,30,8,2019
2019-08-31,35.0,23.0,30.0,54.0,39.0,31,8,2019
2019-09-01,24.0,26.0,26.0,53.0,36.0,1,9,2019
2019-09-02,27.0,34.0,30.0,64.0,34.0,2,9,2019
2019-09-03,34.0,33.0,29.0,83.0,41.0,3,9,2019
2019-09-04,34.0,40.0,29.0,24.0,42.0,4,9,2019
2019-09-05,42.0,32.0,28.0,18.0,38.0,5,9,2019
2019-09-06,33.0,35.0,29.0,12.0,39.0,6,9,2019
2019-09-07,36.0,34.0,29.0,13.0,40.0,7,9,2019
2019-09-08,36.0,34.0,29.0,12.0,43.0,8,9,2019
2019-09-09,36.0,33.0,28.0,9.0,39.0,9,9,2019
2019-09-10,34.0,32.0,30.0,8.0,38.0,10,9,2019
2019-09-11,33.0,39.0,29.0,10.0,37.0,11,9,2019
2019-09-12,41.0,29.0,29.0,10.0,33.0,12,9,2019
2019-09-13,30.0,30.0,29.0,13.0,37.0,13,9,2019
2019-09-14,31.0,35.0,35.0,17.0,33.0,14,9,2019
2019-09-15,36.0,35.0,33.0,14.0,38.0,15,9,2019
2019-09-16,36.0,24.0,32.0,7.0,37.0,16,9,2019
2019-09-17,24.0,36.0,32.0,9.0,43.0,17,9,2019
2019-09-18,37.0,35.0,42.0,13.0,57.0,18,9,2019
2019-09-19,36.0,42.0,32.0,14.0,55.0,19,9,2019
2019-09-20,44.0,35.0,40.0,14.0,47.0,20,9,2019
2019-09-21,37.0,30.0,36.0,16.0,41.0,21,9,2019
2019-09-22,31.0,29.0,45.0,14.0,42.0,22,9,2019
2019-09-23,30.0,29.0,39.0,8.0,43.0,23,9,2019
2019-09-24,30.0,29.0,33.0,7.0,52.0,24,9,2019
2019-09-25,30.0,29.0,33.0,7.0,52.0,25,9,2019
2019-09-26,30.0,29.0,33.0,7.0,52.0,26,9,2019
2019-09-27,30.0,29.0,33.0,7.0,52.0,27,9,2019
2019-09-28,30.0,29.0,33.0,7.0,52.0,28,9,2019
2019-09-29,30.0,29.0,33.0,7.0,52.0,29,9,2019
2019-09-30,30.0,29.0,33.0,7.0,52.0,30,9,2019
2019-10-01,30.0,29.0,33.0,7.0,52.0,1,10,2019
2019-10-02,30.0,29.0,33.0,7.0,52.0,2,10,2019
2019-10-03,30.0,29.0,33.0,7.0,52.0,3,10,2019
2019-10-04,30.0,29.0,33.0,7.0,52.0,4,10,2019
2019-10-05,30.0,29.0,33.0,7.0,52.0,5,10,2019
2019-10-06,30.0,29.0,33.0,7.0,52.0,6,10,2019
2019-10-07,30.0,29.0,33.0,7.0,52.0,7,10,2019
2019-10-08,30.0,29.0,33.0,7.0,52.0,8,10,2019
2019-10-09,30.0,29.0,33.0,7.0,52.0,9,10,2019
2019-10-10,30.0,29.0,33.0,7.0,52.0,10,10,2019
2019-10-11,30.0,29.0,33.0,7.0,52.0,11,10,2019
2019-10-12,30.0,29.0,33.0,7.0,52.0,12,10,2019
2019-10-13,30.0,29.0,33.0,7.0,52.0,13,10,2019
2019-10-14,30.0,29.0,33.0,7.0,52.0,14,10,2019
2019-10-15,30.0,29.0,33.0,7.0,52.0,15,10,2019
2019-10-16,30.0,29.0,33.0,7.0,52.0,16,10,2019
2019-10-17,30.0,29.0,33.0,7.0,52.0,17,10,2019
2019-10-18,30.0,29.0,33.0,7.0,52.0,18,10,2019
2019-10-19,30.0,29.0,27.0,57.0,17.0,19,10,2019
2019-10-20,30.0,27.0,46.0,58.0,24.0,20,10,2019
2019-10-21,29.0,26.0,41.0,58.0,32.0,21,10,2019
2019-10-22,46.0,27.0,36.0,57.0,36.0,22,10,2019
2019-10-23,29.0,25.0,30.0,57.0,40.0,23,10,2019
2019-10-24,28.0,16.0,35.0,57.0,18.0,24,10,2019
2019-10-25,21.0,16.0,36.0,56.0,18.0,25,10,2019
2019-10-26,21.0,16.0,46.0,57.0,12.0,26,10,2019
2019-10-27,21.0,60.0,38.0,58.0,11.0,27,10,2019
2019-10-28,63.0,42.0,49.0,58.0,28.0,28,10,2019
2019-10-29,45.0,39.0,58.0,58.0,43.0,29,10,2019
2019-10-30,43.0,42.0,59.0,58.0,41.0,30,10,2019
2019-10-31,45.0,42.0,59.0,58.0,41.0,31,10,2019
2019-11-01,45.0,36.0,43.0,58.0,46.0,1,11,2019
2019-11-02,32.0,41.0,52.0,56.0,54.0,2,11,2019
2019-11-03,44.0,29.0,42.0,55.0,49.0,3,11,2019
2019-11-04,33.0,31.0,46.0,57.0,76.0,4,11,2019
2019-11-05,35.0,55.0,22.0,58.0,94.0,5,11,2019
2019-11-06,57.0,59.0,18.0,57.0,92.0,6,11,2019
2019-11-07,61.0,38.0,40.0,56.0,76.0,7,11,2019
2019-11-08,41.0,42.0,48.0,56.0,73.0,8,11,2019
2019-11-09,45.0,48.0,51.0,55.0,71.0,9,11,2019
2019-11-10,51.0,80.0,53.0,55.0,82.0,10,11,2019
2019-11-11,81.0,95.0,64.0,58.0,87.0,11,11,2019
2019-11-12,94.0,105.0,62.0,58.0,87.0,12,11,2019
2019-11-13,111.0,100.0,68.0,58.0,84.0,13,11,2019
2019-11-14,101.0,106.0,62.0,51.0,90.0,14,11,2019
2019-11-15,115.0,109.0,71.0,54.0,90.0,15,11,2019
2019-11-16,121.0,115.0,69.0,58.0,91.0,16,11,2019
2019-11-17,138.0,95.0,83.0,58.0,81.0,17,11,2019
2019-11-18,95.0,122.0,66.0,52.0,98.0,18,11,2019
2019-11-19,159.0,129.0,72.0,55.0,101.0,19,11,2019
2019-11-20,178.0,122.0,27.0,58.0,104.0,20,11,2019
2019-11-21,161.0,122.0,56.0,58.0,97.0,21,11,2019
2019-11-22,159.0,129.0,72.0,58.0,97.0,22,11,2019
2019-11-23,180.0,142.0,67.0,58.0,99.0,23,11,2019
2019-11-24,215.0,150.0,64.0,58.0,100.0,24,11,2019
2019-11-25,237.0,151.0,63.0,58.0,97.0,25,11,2019
2019-11-26,240.0,143.0,61.0,58.0,93.0,26,11,2019
2019-11-27,218.0,130.0,58.0,58.0,96.0,27,11,2019
2019-11-28,181.0,120.0,58.0,58.0,95.0,28,11,2019
2019-11-29,153.0,116.0,30.0,58.0,99.0,29,11,2019
2019-11-30,144.0,106.0,58.0,58.0,91.0,30,11,2019
2019-12-01,137.5,117.0,51.0,58.0,80.0,1,12,2019
2019-12-02,144.0,94.0,48.0,58.0,83.0,2,12,2019
2019-12-03,98.0,98.0,66.0,58.0,86.0,3,12,2019
2019-12-04,99.0,122.0,79.0,58.0,91.0,4,12,2019
2019-12-05,160.0,129.0,69.0,58.0,95.0,5,12,2019
2019-12-06,180.0,138.0,69.0,57.0,92.0,6,12,2019
2019-12-07,202.0,126.0,56.0,56.0,89.0,7,12,2019
2019-12-08,170.0,128.0,50.0,58.0,93.0,8,12,2019
2019-12-09,177.0,113.0,38.0,58.0,97.0,9,12,2019
2019-12-10,133.0,112.0,38.0,58.0,94.0,10,12,2019
2019-12-11,130.0,112.0,38.0,58.0,95.0,11,12,2019
2019-12-12,131.0,99.0,24.0,58.0,86.0,12,12,2019
2019-12-13,102.0,92.0,34.0,58.0,82.0,13,12,2019
2019-12-14,91.0,105.0,39.0,58.0,91.0,14,12,2019
2019-12-15,110.0,112.0,44.0,58.0,93.0,15,12,2019
2019-12-16,131.0,111.0,51.0,58.0,86.0,16,12,2019
2019-12-17,125.0,116.0,54.0,57.0,80.0,17,12,2019
2019-12-18,133.0,132.0,39.0,57.0,95.0,18,12,2019
2019-12-19,187.0,131.0,27.0,58.0,97.0,19,12,2019
2019-12-20,184.0,137.0,48.0,58.0,72.0,20,12,2019
2019-12-21,201.0,134.0,44.0,57.0,57.0,21,12,2019
2019-12-22,191.0,132.0,45.0,58.0,55.0,22,12,2019
2019-12-23,189.0,130.0,30.0,58.0,52.0,23,12,2019
2019-12-24,182.0,114.0,38.0,58.0,51.0,24,12,2019
2019-12-25,135.0,105.0,26.0,58.0,44.0,25,12,2019
2019-12-26,111.0,94.0,28.0,58.0,35.0,26,12,2019
2019-12-27,95.0,116.0,41.0,58.0,43.0,27,12,2019
2019-12-28,140.0,120.0,31.0,58.0,41.0,28,12,2019
2019-12-29,152.0,116.0,41.0,58.0,86.0,29,12,2019
2019-12-30,137.5,116.0,41.0,58.0,86.0,30,12,2019
2019-12-31,137.5,87.0,27.0,56.0,45.0,31,12,2019
2021-01-01,216.0,130.0,48.0,61.0,51.0,1,1,2021
2021-01-02,199.0,135.0,36.0,52.0,51.0,2,1,2021
2021-01-03,212.0,139.0,48.0,101.0,51.0,3,1,2021
2021-01-04,226.0,127.0,48.0,101.0,51.0,4,1,2021
2021-01-05,193.0,120.0,12.0,63.0,104.0,5,1,2021
2021-01-06,171.0,116.0,28.0,61.0,51.0,6,1,2021
2021-01-07,162.0,92.0,28.0,49.0,51.0,7,1,2021
2021-01-08,118.0,75.0,12.0,46.0,51.0,8,1,2021
2021-01-09,76.0,95.0,26.0,59.0,51.0,9,1,2021
2021-01-10,107.0,98.0,32.0,60.0,51.0,10,1,2021
2021-01-11,107.0,91.0,32.0,52.0,51.0,11,1,2021
2021-01-12,93.0,104.0,36.0,53.0,51.0,12,1,2021
2021-01-13,123.0,103.0,36.0,36.0,51.0,13,1,2021
2021-01-14,121.0,105.0,36.0,39.0,51.0,14,1,2021
2021-01-15,123.0,107.0,46.0,43.0,51.0,15,1,2021
2021-01-16,125.0,107.0,46.0,49.0,51.0,16,1,2021
2021-01-17,126.0,108.0,46.0,43.0,51.0,17,1,2021
2021-01-18,131.0,114.0,40.0,41.0,51.0,18,1,2021
2021-01-19,151.0,117.0,36.0,51.0,51.0,19,1,2021
2021-01-20,159.0,100.0,30.0,46.0,51.0,20,1,2021
2021-01-21,114.0,106.0,46.0,47.0,51.0,21,1,2021
2021-01-22,127.0,124.0,46.0,55.0,51.0,22,1,2021
2021-01-23,183.0,120.0,46.0,53.0,51.0,23,1,2021
2021-01-24,168.0,107.0,46.0,47.0,104.0,24,1,2021
2021-01-25,127.0,122.0,38.0,38.0,51.0,25,1,2021
2021-01-26,171.0,114.0,44.0,50.0,51.0,26,1,2021
2021-01-27,185.0,112.0,46.0,52.0,51.0,27,1,2021
2021-01-28,158.0,127.0,46.0,49.0,51.0,28,1,2021
2021-01-29,194.0,122.0,42.0,43.0,51.0,29,1,2021
2021-01-30,177.0,113.0,46.0,47.0,51.0,30,1,2021
2021-01-31,148.0,113.0,46.0,50.0,51.0,31,1,2021
2021-02-01,145.0,120.0,42.0,51.0,51.0,1,2,2021
2021-02-02,171.0,119.0,42.0,37.0,51.0,2,2,2021
2021-02-03,168.0,124.0,38.0,39.0,51.0,3,2,2021
2021-02-04,183.0,123.0,36.0,26.0,51.0,4,2,2021
2021-02-05,181.0,116.0,46.0,44.0,51.0,5,2,2021
2021-02-06,156.0,105.0,46.0,50.0,51.0,6,2,2021
2021-02-07,119.0,118.0,51.0,44.0,51.0,7,2,2021
2021-02-08,161.0,114.0,51.0,31.0,51.0,8,2,2021
2021-02-09,149.0,110.0,46.0,43.0,51.0,9,2,2021
2021-02-10,137.0,120.0,48.0,41.0,51.0,10,2,2021
2021-02-11,170.0,123.0,55.0,43.0,51.0,11,2,2021
2021-02-12,177.0,138.0,57.0,62.0,77.0,12,2,2021
2021-02-13,225.0,155.0,75.0,54.0,51.0,13,2,2021
2021-02-14,279.0,143.0,75.0,47.0,51.0,14,2,2021
2021-02-15,240.0,126.0,48.0,50.0,51.0,15,2,2021
2021-02-16,190.0,118.0,30.0,51.0,51.0,16,2,2021
2021-02-17,143.0,111.0,30.0,39.0,51.0,17,2,2021
2021-02-18,139.0,92.0,32.0,32.0,51.0,18,2,2021
2021-02-19,105.0,105.0,36.0,38.0,51.0,19,2,2021
2021-02-20,138.0,113.0,46.0,41.0,51.0,20,2,2021
2021-02-21,147.0,110.0,46.0,44.0,51.0,21,2,2021
2021-02-22,137.0,115.0,34.0,57.0,51.0,22,2,2021
2021-02-23,155.0,118.0,42.0,52.0,51.0,23,2,2021
2021-02-24,164.0,121.0,65.0,33.0,51.0,24,2,2021
2021-02-25,174.0,109.0,96.0,53.0,51.0,25,2,2021
2021-02-26,124.0,97.0,96.0,70.0,104.0,26,2,2021
2021-02-27,95.0,96.0,46.0,54.0,51.0,27,2,2021
2021-02-28,102.0,93.0,110.0,68.0,51.0,28,2,2021
2021-03-01,92.0,90.0,110.0,81.0,118.0,1,3,2021
2021-03-02,107.0,100.0,80.0,69.0,81.0,2,3,2021
2021-03-03,130.0,103.0,71.0,79.0,51.0,3,3,2021
2021-03-04,106.0,105.0,71.0,93.0,118.0,4,3,2021
2021-03-05,112.0,106.0,69.0,88.0,81.0,5,3,2021
2021-03-06,104.0,114.0,69.0,189.0,51.0,6,3,2021
2021-03-07,146.0,103.0,90.0,140.0,81.0,7,3,2021
2021-03-08,113.0,97.0,90.0,88.0,51.0,8,3,2021
2021-03-09,91.0,103.0,88.0,85.0,81.0,9,3,2021
2021-03-10,103.0,103.0,53.0,88.0,133.0,10,3,2021
2021-03-11,105.0,101.0,14.0,75.0,104.0,11,3,2021
2021-03-12,99.0,109.0,73.0,68.0,81.0,12,3,2021
2021-03-13,119.0,111.0,73.0,78.0,81.0,13,3,2021
2021-03-14,126.0,94.0,63.0,81.0,51.0,14,3,2021
2021-03-15,90.0,98.0,71.0,66.0,118.0,15,3,2021
2021-03-16,103.0,114.0,71.0,104.0,81.0,16,3,2021
2021-03-17,141.0,118.0,80.0,120.0,51.0,17,3,2021
2021-03-18,148.0,108.0,94.0,102.0,51.0,18,3,2021
2021-03-19,124.0,107.0,94.0,98.0,77.0,19,3,2021
2021-03-20,119.0,100.0,80.0,84.0,118.0,20,3,2021
2021-03-21,125.0,105.0,80.0,77.0,81.0,21,3,2021
2021-03-22,132.0,109.0,73.0,75.0,81.0,22,3,2021
2021-03-23,113.0,117.0,73.0,87.0,104.0,23,3,2021
2021-03-24,148.0,122.0,75.0,89.0,77.0,24,3,2021
2021-03-25,167.0,138.0,75.0,71.0,81.0,25,3,2021
2021-03-26,200.0,133.0,80.0,65.0,104.0,26,3,2021
2021-03-27,184.0,123.0,80.0,79.0,51.0,27,3,2021
2021-03-28,155.0,116.0,80.0,70.0,81.0,28,3,2021
2021-03-29,140.0,112.0,76.0,62.0,77.0,29,3,2021
2021-03-30,132.0,102.0,76.0,97.0,85.0,30,3,2021
2021-03-31,101.0,103.0,73.0,99.0,104.0,31,3,2021
2021-04-01,121.0,86.0,71.0,44.0,104.0,1,4,2021
2021-04-02,91.0,80.0,63.0,69.0,104.0,2,4,2021
2021-04-03,79.0,88.0,71.0,85.0,104.0,3,4,2021
2021-04-04,96.0,105.0,71.0,88.0,104.0,4,4,2021
2021-04-05,109.0,101.0,61.0,67.0,104.0,5,4,2021
2021-04-06,97.0,102.0,67.0,43.0,104.0,6,4,2021
2021-04-07,98.0,110.0,57.0,36.0,51.0,7,4,2021
2021-04-08,116.0,104.0,82.0,32.0,104.0,8,4,2021
2021-04-09,102.0,105.0,82.0,35.0,51.0,9,4,2021
2021-04-10,104.0,122.0,59.0,42.0,51.0,10,4,2021
2021-04-11,136.0,112.0,76.0,40.0,104.0,11,4,2021
2021-04-12,111.0,96.0,76.0,40.0,104.0,12,4,2021
2021-04-13,92.0,93.0,63.0,36.0,104.0,13,4,2021
2021-04-14,89.0,92.0,63.0,33.0,104.0,14,4,2021
2021-04-15,88.0,90.0,59.0,33.0,104.0,15,4,2021
